ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Employment (Construction),Plot Number,Project Description,KML URLs,Village Code,Employment (Operational),proposal_url,District
4251874,New,FP/DN/SCH/423818/2023,2023-03-28T11:47:56.140+00:00,,DELISTED_BY_SYSTEM,0.305,470.0,DIRECTOR OF EDUCATION,,Forest clearance form,,,,Construction of Tribal Boys Hostel,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,MANDAVANI,,,Survey No. 164,Non - Linear,0.0,0.305,0.305,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-28T11:58:57.344+00:00,,,Degraded Forest Land,true,"Secretarait Building, 2nd Floor, Amli, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),District Education Officer,Silvassa,38,3700.0,Survey No. 164,Construction of Tribal Boys Hostel,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4250718&refType=caf&uuid=bf126741-e384-4a0d-a61a-2e057df4fdf4&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4250718&refType=FC&uuid=5040fe1f-cea1-4ff6-8a53-e694d83b30d3&version=1.0,524991,3700.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4251874,Dadra & Nagar Haveli
4164745,New,FP/DN/Pipeline/423293/2023,2023-03-24T09:18:55.653+00:00,2023-12-12T06:32:11.137+00:00,Final Diversion Order Issued,0.0175,1.4,GUJARAT GAS LIMITED,,Forest clearance form,,,,Gas Distribution Network in Dadra & Nagar Haveli Area (Nani Tambadi to Waghchippa (DNH Looping) Connectivity),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Vaghchhipa,,,Road side strip ,Linear,0.0,0.0175,0.0175,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-24T09:55:13.426+00:00,,,,false,"301-304 ;3rd Floor;IT Tower-1;Infocity;Gandhinagar ",Ahmedabad,24,"State PSU (eg. State Forest Corp., TANGEDCO, Mineral development Corp)",Dy. Manager (ROU),Ahmedabad,24,0.0,Road side strip ,;Gas Distribution Network in Dadra & Nagar Haveli Area (Nani Tambadi to Waghchippa (DNH Looping) Connectivity): Diversion of 0.0175 Hectare Protected Forest land for laying 90/125/160 mm dia MDPE pipeline parallel & across to Road side strip plantation declared as Protected Forest for Vaghchhipa village & Surrounding Area of Dadra and Nagar Haveli (U/T).,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4158457&refType=caf&uuid=917f0ab3-3e20-47ed-a114-43fd9d419365&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4158457&refType=FC&uuid=b9c62f44-d26e-4b69-a263-c48c10598cfc&version=1.2,524934,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4164745,Dadra & Nagar Haveli
4122267,New,FP/DN/Pipeline/423065/2023,2023-03-22T09:46:36.912+00:00,2023-12-06T06:35:07.034+00:00,Final Diversion Order Issued,0.046,3.68,GUJARAT GAS LIMITED,,Forest clearance form,,,,Gas Distribution Network in DNH GA (Shivam Proteco Industry Connectivity),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Surangi,,,Road side strip,Linear,0.0,0.046,0.046,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-22T11:27:22.619+00:00,,,,false,"301-304 ;3rd Floor;IT Tower-1;Infocity;Gandhinagar ",Ahmedabad,24,"State PSU (eg. State Forest Corp., TANGEDCO, Mineral development Corp)",Dy. Manager (ROU),Ahmedabad,24,0.0,Road side strip,Gas Distribution Network in DNH GA (Shivam Proteco Industry Connectivity): Diversion of 0.0460 Hectare Protected Forest land for laying 160 mm dia MDPE pipeline parallel & across to Road side strip plantation declared as Protected Forest for Surangi village & Surrounding Area of Dadra and Nagar Haveli (U/T).,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4121758&refType=caf&uuid=3c98c9bf-e49d-46ab-9a2a-56ffb02a24b3&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4121758&refType=FC&uuid=453df163-19f0-4047-8368-10865ebc7934&version=1.6,524959,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4122267,Dadra & Nagar Haveli
4046157,New,FP/DN/OTHERS/422618/2023,2023-03-18T09:52:29.233+00:00,,Pending on UA for Levies Payment,0.02,133.0,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,Dadra Nagar Havelli 4G Sat USO 2 Others,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Kilavani,7-5/3-FD/676,,63,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-17T18:30:00.000+00:00,,,Degraded Forest Land,true,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,38,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Satish Singh SDE CMTS Valsad,,38,900.0,63,4G Saturation USOF project funded by Goverment of India to provide 4G coverage at no network rural area,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=4045844&refType=caf&uuid=f65c3190-efe9-4697-84f8-1b9f036a3510&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=4045844&refType=FC&uuid=9673f00c-fa3e-43a0-84ec-7ccaef1753c2&version=1.0,524940,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=4046157,Dadra & Nagar Haveli
3942741,New,FP/DN/REDIV/422078/2023,2023-03-14T10:47:50.104+00:00,,DELISTED_BY_SYSTEM,1.0,60.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,Umarkui Over Head to Under Ground Electrical Line,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,UMARKUI,,,0000,Linear,0.912,0.088,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-03-23T06:21:58.624+00:00,,,,,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",,38,Joint Venture (Govt. + Pvt.),Jr.Engineer,,38,80.0,0000,Underground cable laying in the shoulder of road in place of existing overhead 11 kV lines.  ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3931827&refType=caf&uuid=737a29b7-d6d9-426e-8f03-07ed4c3d403d&version=1.2,921574,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3942741,Dadra & Nagar Haveli
3278372,New,FP/DN/CommPost/419720/2023,2023-02-24T07:01:27.940+00:00,,REMOVED,0.02,133.0,MAHESH NAIR,,Forest clearance form,,,,Dadra Nagar Havelli 4G Sat USOF 2,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Kilavani,,,63,Non - Linear,0.0,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-02-23T18:30:00.000+00:00,,,Degraded Forest Land,true,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Satish Singh SDE CMTS Valsad,,32,900.0,63,4G Saturation USOF project funded by Goverment of India to provide 4G coverage at no network rural area.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3278254&refType=caf&uuid=35a6906d-27ed-494a-a4ff-abecb57652ca&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=3278254&refType=FC&uuid=ee7189f4-f3d1-49e3-a3b9-f4b75fda563f&version=1.0,524940,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3278372,Dadra & Nagar Haveli
3215980,New,FP/DN/CommPost/419313/2023,2023-02-22T04:56:43.346+00:00,,REMOVED,0.095,665.0,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,Dadra Nagar Havelli 4G Sat USOF,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARCHOND,,,285,Non - Linear,0.0,0.095,0.095,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-02-22T05:16:12.991+00:00,,,Degraded Forest Land,true,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,38,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Satish Singh SDE CMTS Valsad,,38,900.0,285,4G Saturation USOF project by Government of India to provide 4G coverage at no network rural area.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=3196767&refType=caf&uuid=034bd2cd-b150-4a85-b65f-4b5d4f6b2323&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=3196767&refType=FC&uuid=5b2d3baa-f617-405f-b950-a6a662998ceb&version=1.1,524978,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=3215980,Dadra & Nagar Haveli
2795288,New,FP/DN/OTHERS/416466/2023,2023-01-31T07:07:38.018+00:00,,REJECTED,0.081,20.0,EXECUTIVE ENGINEER PWD III IRRIGATION DISTRICT PANCHAYAT DADRA AND NAGAR HAVELI,,Forest clearance form,,,,Diversion of Reserve Forest land for the Construction of an approach road from Ambabari Main Road Near Bhusarpada in Kauncha Panchayat,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,AMBABARI,,,59,Linear,0.0,0.081,0.081,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-30T18:30:00.000+00:00,,,Degraded Forest Land,true,"Office of The Executive Engineer, PWD-III (IRRIGATION),;Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,2100.0,59,Construction of an approach road from Ambabari Main Road Near Bhusarpada in Kauncha Panchayat.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2794450&refType=caf&uuid=e78fddcf-04a9-4a31-ac68-26cfd16dc760&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2794450&refType=FC&uuid=12ff5aec-6fdd-4d0d-b90c-f577a8e27dba&version=1.2,524971,12450.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2795288,Dadra & Nagar Haveli
2458466,New,FP/DN/TRANS/413969/2023,2023-01-10T09:31:29.687+00:00,,REJECTED,0.0735,242.0, INFIILOOM TEXTILES PRIVATE LIMITED,,Forest clearance form,,,,"Diversion of Protected Forest land for the laying of 11 KV underground electric cable from 66/11 KV Waghdhara Substation to Infiiloom Textiles Pvt Ltd, Dadra",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DADRA,,,Sr. No. 1077 Plot No. 11,Linear,0.069,0.0045,0.0735,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-10T13:11:36.135+00:00,,,Degraded Forest Land,true,"DAN UDYOG INDUSTRIAL ESTATE , PLOT NO. 56- A, PIPARIYA, SILVASSA, DADRA AND NAGAR HAVELI - 396230",Dadra,38,Private Limited,Project Manager,Dadra,38,15550.0,Sr. No. 1077 Plot No. 11,"Laying of Underground 11 KV Electric HDD Cable from 66/11 KV Waghdara Sub Station to Infiiloom Textiles Pvt Ltd, Dadra",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2382744&refType=caf&uuid=d9b9c682-7159-4745-83e0-0fd26a1f5b3c&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2382744&refType=FC&uuid=3a83fbd3-37f5-4a4a-a6f2-052c4c4bae7d&version=1.0,524997,365700.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2458466,Dadra & Nagar Haveli
2444114,New,SIA/DN/INFRA2/413862/2023,2023-01-09T13:21:11.944+00:00,,,0.74,2350.0, SHYAM ASSOCIATE,,Environment clearance form,TOR,B2,Building / Construction ,Shivalik,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DADRA,,,,Hybrid,0.74,0.0,0.74,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Not Applicable,NO,NO,NO,2023-01-09T14:07:58.071+00:00,,,,,,,,,,,,9580.0,,Proposed Residential Cum Commercial Building Construction Project At Dadra,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2443543&refType=caf&uuid=0a5b7ac1-4daa-4bb1-9f7b-6b36e80108db&version=1.0,524997,2045.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2444114,Dadra & Nagar Haveli
2324786,New,SIA/DN/INFRA2/413010/2023,2023-01-03T08:54:40.646+00:00,,,1.6875,7075.0,DIGVIJAYSINH PARMAR,Enviro Fluid Consultants,Environment clearance form,TOR,B2,Building / Construction ,Palladium Highstreet,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,,Hybrid,0.0,1.6875,1.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-03T11:43:51.201+00:00,,,,,,,,,,,,18275.0,,This is Residential cum commercial project,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2324128&refType=caf&uuid=709aa6dc-d387-4b5d-9414-c3e6a882e4ba&version=1.0,802639,18980.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2324786,Dadra & Nagar Haveli
2202458,New,WL/DN/Others/412074/2022,2022-12-26T04:56:45.997+00:00,,,0.04,266.0,BHARAT SANCHAR NIGAM LIMITED,,Wildlife clearance form,,,,Dadra Nagar Havelli 4G Sat Wildlife,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,LOHARI,,,,Non - Linear,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,,,,,,,,,,,,,900.0,,4G Saturation USOF project by GoI to provide 4G coverage at no network rural area,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2193948&refType=caf&uuid=4a4880e9-bebe-4ab5-b643-2064a37736dd&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=59109&refId=2202456&refType=caf&uuid=64a30f93-62db-451d-bbe0-4d5621c76c3d&version=1.1,524954,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2202458,Dadra & Nagar Haveli
2202319,New,FP/DN/OTHERS/412073/2022,2022-12-26T04:47:28.882+00:00,,REMOVED,0.04,266.0,BHARAT SANCHAR NIGAM LIMITED,,Forest clearance form,,,,Dadra Nagar Havelli 4G Sat Wildlife,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,LOHARI,,,,Non - Linear,0.0,0.04,0.04,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2022-12-26T04:54:13.549+00:00,,,,false,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,38,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Satish Singh SDE CMTS Valsad,,38,900.0,,4G Saturation USOF project by GoI to provide 4G coverage at no network rural area,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2193948&refType=caf&uuid=4a4880e9-bebe-4ab5-b643-2064a37736dd&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2193948&refType=FC&uuid=fa1ff269-8a2b-413f-9983-3bca7f4faa0d&version=1.0,524954,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2202319,Dadra & Nagar Haveli
2186540,New,FP/DN/OTHERS/411935/2022,2022-12-24T04:05:42.931+00:00,2023-08-10T11:40:07.180+00:00,Final Diversion Order Issued,0.095,665.0,MAHESH NAIR,,Forest clearance form,,,,Dadra Nagar Havelli 4G Sat USO,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARCHOND,7-5/3-FD/671,,,Non - Linear,0.0,0.095,0.095,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2022-12-23T18:30:00.000+00:00,,,Degraded Forest Land,true,"General Manager Telecom, BSNL Bhavan, Thiruvalla ",,32,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Satish Singh SDE CMTS Valsad,,32,900.0,,4G Saturation USOF project by GoI to provide 4G coverage at no network rural area,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=2186489&refType=caf&uuid=66e3cafc-2f22-49d6-84bb-a6cfcc84ee41&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=2186489&refType=FC&uuid=13870e37-d1b8-4442-857d-a15a330fbdff&version=1.0,524978,0.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=2186540,Dadra & Nagar Haveli
1969500,New,SIA/DN/INFRA2/410203/2022,2022-12-12T05:38:06.187+00:00,,,1.73,5875.0,SANDEEP CHAUHAN,,Environment clearance form,TOR,B2,Building / Construction ,PROPOSED RESIDENTIAL PROJECT FOR BUILDING AND CONSTRUCTION,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,NAROLI,,,864/3,Non - Linear,1.73,0.0,1.73,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2022-12-26T12:00:30.767+00:00,,,,,,,,,,,,5150.0,864/3,"The proposed project falls under the category of ""Building and Construction projects"" as per EIA Notification 2006, MoEF&CC. The plot area is 17300 m2. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1635640&refType=caf&uuid=c7c05744-623e-45e6-8237-413834a0e6b3&version=1.0,524998,720.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1969500,Dadra & Nagar Haveli
1711008,New,FP/DN/OTHERS/407925/2022,2022-11-24T16:35:11.393+00:00,,DELISTED_BY_SYSTEM,68.8275,19806.13,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,"Diversion of Reserve/Protected Forest for Widening & Strengthening of road stretch at Khadoli Satmalia (Ch. 25/2 to 26/6) , Surangi (Ch 28/0 to 28/2 & 29/6 to 29/8) under NH 848A and Dapda Khadoli (Ch 23/7 to 25/4).",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SURANGI,,,303 ,Linear,63.0497,5.7778,68.8275,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-12-19T18:30:00.000+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Dadra and Nagar Haveli,38,Central Government (Department/Autonomous body),Executive Engineer,,38,93700.0,303 ,Widening and Strengthening of road Stretch for NH 848A.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1710956&refType=caf&uuid=1bcfbba7-f6d8-4887-a1bd-20ab8bd12223&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=1710956&refType=FC&uuid=27b09e56-9b5d-42bd-b2c8-5ae7ce034f91&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=1710956&refType=caf&uuid=a79c4616-2677-44a5-a653-5e41ef605a0a&version=1.1,524959,9460.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1711008,Dadra & Nagar Haveli
1710271,New,FP/DN/ROAD/407916/2022,2022-11-24T14:56:11.637+00:00,,DELISTED_BY_SYSTEM,5.8816,492.21,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of Forest Land (PF & RF) for the Upgradation of 1 1⁄2 (1.5) Lane road from Ghodbari Bridge to Gujarat Border,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,GUNSA,,,37,Linear,4.5404,1.3412,5.8816,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-02T18:30:00.000+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,"",38,15100.0,37,Upgradation and Strengthening of Road from Ghodbari Bridge to Gujarat Border.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1709526&refType=caf&uuid=bae3735c-9445-48a0-bc98-c50e74d994a5&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=1709526&refType=FC&uuid=ff53f2b5-65c4-42e3-8756-eccf1035dc0d&version=1.0,524975,6250.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1710271,Dadra & Nagar Haveli
1581746,New,IA/DN/CRZ/406847/2022,2022-11-17T08:09:07.415+00:00,,,5300.0,1500.0,JAYANTI D TANDEL,,CRZ clearance form,CRZ,,,THE WAVES ,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,0,KATHIRIA,,,12/1,Linear,5300.0,0.0,5300.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2022-11-18T13:00:23.659+00:00,,,,,,,,,,,,18000.0,12/1,BEACH RESORT HOTEL,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1482753&refType=caf&uuid=58a259ea-e098-4b98-b195-79503d7d83dd&version=1.0,923609,45625.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1581746,Daman
1579967,New,SIA/DN/INFRA2/406835/2022,2022-11-17T07:09:17.127+00:00,,,1.6875,7000.0,DIGVIJAYSINH PARMAR,,Environment clearance form,TOR,B2,Building / Construction ,Palladium Highstreet,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,0,SILVASSA,,,"S No 52/1/1/2/2, 52/1/1/2/1/1",Hybrid,1.6875,0.0,1.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Its in,NO,NO,NO,2022-11-17T08:59:34.815+00:00,,,,,,,,,,,,7350.0,"S No 52/1/1/2/2, 52/1/1/2/1/1",This is new construction project,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1579630&refType=caf&uuid=2105c8bd-568b-4c8f-989a-da4708e5aedd&version=1.0,802639,7350.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1579967,Dadra & Nagar Haveli
1457574,New,FP/DN/TRANS/405851/2022,2022-11-09T07:37:59.236+00:00,2024-06-11T07:10:46.699+00:00,Final Diversion Order Issued,31.8155,27900.0, POWER GRID CORPORATION OF INDIA LTD,,Forest clearance form,,,,400 kV D/c Magarwada-Kala,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Daman,AMBAWADI,,,,Linear,25.1574,6.6581,31.8155,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2023-11-22T18:30:00.000+00:00,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=59020&refId=1457573&refType=fc&uuid=f801c4f3-697d-4537-9880-4b6b9736b522&version=1.0,Degraded Forest Land,true,POWERGRID SECTOR 29 GURGAON,,6,"Central PSU (eg. NHAI, AAI, NTP, CIL, SAIL)",Chief Manager,,24,68075.0,,400 kV D/c Magarwada-Kala,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=1419039&refType=caf&uuid=cc0f0132-df3c-498c-9d2c-220571b96131&version=1.3;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=1419039&refType=caf&uuid=ea47ec5d-13a9-4f5e-b8cf-b0fa04251cda&version=1.3;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=1419039&refType=caf&uuid=594879bb-1050-4bb4-b9ba-40e06e085a10&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=1419039&refType=caf&uuid=ea47ec5d-13a9-4f5e-b8cf-b0fa04251cda&version=1.4;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=1419039&refType=FC&uuid=b23a32f1-9e10-4303-8275-45d4fbab8674&version=1.0,,58415.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1457574,Daman
1438554,New,IA/DN/CRZ/405717/2022,2022-11-07T12:37:52.353+00:00,,,0.4114,252.95,SHAHREVAR DAMANIA,,CRZ clearance form,CRZ,,,Jampore Resort,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Daman,Pariari,,,65/1,Non - Linear,0.4114,0.0,0.4114,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2023-01-17T09:25:15.259+00:00,,,,,,,,,,,,2000.0,65/1,Shahrevar A. Damania (Hotel Project),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=727003&refType=caf&uuid=74ac14dc-c376-43a2-848d-5d1183f449a7&version=1.0,524921,7665.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=1438554,Daman
