ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Employment (Construction),Plot Number,Project Description,KML URLs,Village Code,Employment (Operational),proposal_url,District
87791281,New,FP/DN/WATER/489891/2024,2024-07-26T17:07:30.063+00:00,,DELISTED_BY_SYSTEM,2.0945,1976.0,EXECUTIVE ENGINEER PWD III IRRIGATION DISTRICT PANCHAYAT DADRA AND NAGAR HAVELI,,Forest clearance form,,,,"Diversion of Reserved Forest/Protected Forest Land for the Laying of Underground Drinking Water Pipeline and the Construction of UGSRs, ESRs and BPTs in Dudhani, Karchond, Vasda and Besda villages.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,BENSDHA,,,,Hybrid,0.0,2.0945,2.0945,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-04-01T18:30:00.000+00:00,,,Degraded Forest Land,true,"Office of The Executive Engineer, PWD-III (IRRIGATION),;Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,5350.0,,"Laying of Underground Drinking Water Pipeline and the Construction of UGSRs, ESRs and BPTs in Dudhani, Karchond, Vasda and Besda villages.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=87791214&refType=caf&uuid=0f40f304-d577-4e89-b6df-69885fb30ef9&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=87791214&refType=FC&uuid=6ccffcec-ca9e-4819-b1e7-74fe0e5c0cd5&version=1.0,524993,11850.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=87791281,Dadra & Nagar Haveli
84756299,New,FP/DN/PWR_TRANS/488048/2024,2024-07-16T04:59:38.334+00:00,,Pending on UA for Compensatory Levies Payment,0.1373,18.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Forest Land (PF) for the laying of 11KV Underground Electric Cable from Silli Substation to Gujarat Border.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Sili,,,,Linear,0.0,0.1373,0.1373,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-24T18:30:00.000+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,565.0,,Laying of 11KV Underground Electric Cable from Silli Substation to Gujarat Border.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=84755840&refType=caf&uuid=bee600ad-e1fd-476c-9f0a-f53242b6ffdb&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=84755840&refType=FC&uuid=bd553b22-1d2f-4d54-9d6a-2c93567d5e77&version=1.0,524935,450.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=84756299,Dadra & Nagar Haveli
83689213,New,IA/DN/IND2/487505/2024,2024-07-12T10:43:29.220+00:00,,DELISTED_BY_SYSTEM,11.4,72000.0,BHUMI TEX INDUSTRIES PRIVATE LIMITED,Unistar Environment & Research Labs Pvt. Ltd.,Environment clearance form,TOR,A,Manmade fibers manufacturing,M/s. Bhumi Tex Industries Pvt. Ltd.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KALA,IA-J-11011/322/2024-IA-II(I),,"Survey No. 41/2/4/P1, Village - Kala,  Silvassa-396 230, U.T. of D&NH and D&D.",Hybrid,11.4,0.0,11.4,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"The proposed unit is located in U.T. of D&NH and D&D having proper infrastructure facilities e.g. water, electricity, transportation, availability of raw material and drainage system as well as availability of local human resources. Hence, alternate site consideration is not envisaged.",NO,NO,NO,2024-07-15T10:43:27.398+00:00,,,,,,,,,,,,25.0,"Survey No. 41/2/4/P1, Village - Kala,  Silvassa-396 230, U.T. of D&NH and D&D.",PROPOSED NEW PROJECT FOR MANUFACTURING OF “MANMADE FIBRES ;(OTHERS THAN RAYON)”,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=83388089&refType=caf&uuid=15cb7365-6049-474f-80c1-236751cd029b&version=1.0,524983,516.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=83689213,Dadra & Nagar Haveli
81273050,New,WL/DN/TRANS/485760/2024,2024-07-04T06:07:53.278+00:00,,,6.1559,141.0,VAPI II-NORTH LAKHIMPUR TRANSMISSION LIMITED,,Wildlife clearance form,,,,Construction of 220 kV D/C Vapi-II – Sayali Transmission Line,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SAILI,,,,Linear,1.708,4.4479,6.1559,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2024-07-04T07:24:31.727+00:00,,,,,,,,,,,,2700.0,,"WRSS-XIX & NERSS-IX is System Strengthening Project of Western and Northeastern Grid for the states of Gujarat, Maharashtra, Assam & Arunachal Pradesh on built own operate and maintain basis through tariff based competitive bidding. This prestigious project is a part of National Grid and a vital link for bulk power transfer in the states of Gujarat, Maharashtra, Assam & Arunachal Pradesh by creating strong transmission links with adjoining states. Vapi- II – Sayali Transmission Line passes through the reserve and social forest area under Territorial & Wildlife Division of the State of Dadra and Nagar Haveli.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=80089672&refType=caf&uuid=05dd1671-6db5-422f-b42f-0d859d4a4092&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=80089672&refType=caf&uuid=967203d4-f867-4b9a-b13e-6005fe4eb614&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=80089672&refType=caf&uuid=372e2c10-2af3-404b-9541-6a6142e878fe&version=1.0,,68250.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=81273050,Dadra & Nagar Haveli
80091582,New,FP/DN/PWR_TRANS/485023/2024,2024-06-30T07:39:14.104+00:00,,Pending at DFO for Scrutiny and Recommendation,6.1559,141.0,VAPI II-NORTH LAKHIMPUR TRANSMISSION LIMITED,,Forest clearance form,,,,Construction of 220 kV D/C Vapi-II – Sayali Transmission Line,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SAILI,,,,Linear,1.708,4.4479,6.1559,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2025-04-14T18:30:00.000+00:00,,,Degraded Forest Land,true,"F-1, Mira Corporate Suites, Mathura Road, Ishwar Nagar, New Delhi ",,38,Private Limited,Manager,,38,2700.0,,"WRSS-XIX & NERSS-IX is System Strengthening Project of Western and Northeastern Grid for the states of Gujarat, Maharashtra, Assam & Arunachal Pradesh on built own operate and maintain basis through tariff based competitive bidding. This prestigious project is a part of National Grid and a vital link for bulk power transfer in the states of Gujarat, Maharashtra, Assam & Arunachal Pradesh by creating strong transmission links with adjoining states. Vapi- II – Sayali Transmission Line passes through the reserve and social forest area under Territorial & Wildlife Division of the State of Dadra and Nagar Haveli.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=80089672&refType=caf&uuid=05dd1671-6db5-422f-b42f-0d859d4a4092&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=80089672&refType=caf&uuid=967203d4-f867-4b9a-b13e-6005fe4eb614&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=80089672&refType=caf&uuid=372e2c10-2af3-404b-9541-6a6142e878fe&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=80089672&refType=FC&uuid=d8cd60ef-0fb1-4ec1-8f35-3c9181996c99&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=80089672&refType=FC&uuid=0439874f-73bb-4d1b-87f9-5b7c2f30139d&version=1.0,,68250.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=80091582,Dadra & Nagar Haveli
79839902,New,IA/DN/CRZ/484933/2024,2024-06-29T12:34:41.969+00:00,,Under Examination with SCZMA,12048.0,9071.0,EXECUTIVE ENGINEER  PUBLIC WORKS DEPARTMENT WD I DAMAN,,CRZ clearance form,CRZ,,,"Extension of Samudra Narayan Jetty up to pedestrian Bridge & Development of Boat Parking at Nani Daman, U.T. of DNH and Daman & Diu. Applicant: Fisheries Department, Daman",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Daman,MOTI DAMAN,, IA/DN/CRZ/484933/2024,,Linear,12048.0,0.0,12048.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,"Proximity to existing infrastructure and existing Samudra Narayan Jetty, proximity to nearby town area",NO,NO,NO,2024-07-01T09:52:38.107+00:00,,,,,,,,,,,,13500.0,,"At present, the average fish handling capacity at the existing jetty area is only 450 TPA. Day by day, fish catch activities are increasing, and due to this, there is an increase in traffic at the existing jetty area and a shortage of parking space for gillnetters. Keeping this in view, the Public Works Department in Daman intends to provide a supporting facility to local people for fishing activities by extending the existing jetty area, which also includes a facility for gillnetters parking.;Total Port Area: 12048.00 m2;Total Fish Handling Capacity @ Samudra Narayan Jetty will be 850 TPA.;Parking Area for Boat: 4083.00 m2 ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=79824371&refType=caf&uuid=8f7d90ba-ceae-4235-bc0c-987b9099ea50&version=1.0,802638,2190.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=79839902,Daman
77044454,New,FP/DN/Pipeline/481937/2024,2024-06-17T11:03:36.611+00:00,,DELISTED_BY_SYSTEM,0.3445,400.0,GUJARAT GAS LIMITED,,Forest clearance form,,,,"125/90 mm dia Gas Distribution Network in DNH GA 1 Alpla India Pvt Ltd, Silvassa. Connectivity, 2 SSR College Dabur Industry Connectivity 3 Hightech Plast, Silvassa.Connectivity, 4 Nico Extrusion Industry Connectivity ,5 Rossari Biotech & Veer Plastic Industry, Connectivity 6. Savita OIL & Alpa Industry connectivity 7. TCPL Packaging Conncetivity Surrounding Area of Dadra and Nagar Haveli",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,ATHAL,,,0,Linear,0.0,0.3445,0.3445,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-06-17T11:38:20.530+00:00,,,,false,"301-304 ;3rd Floor;IT Tower-1;Infocity;Gandhinagar ",Ahmedabad,24,"State PSU (eg. State Forest Corp., TANGEDCO, Mineral development Corp)",Sr. Officer (ROU),Ahmedabad,24,200.0,0,"Diversion of 0.3445 Ha. of Protected Forest land for laying 125/90 mm dia Gas Distribution Network in DNH GA 1 Alpla India Pvt Ltd, Silvassa. Connectivity, 2 SSR College Dabur Industry Connectivity 3 Hightech Plast, Silvassa.Connectivity, 4 Nico Extrusion Industry Connectivity ,5 Rossari Biotech & Veer Plastic Industry, Connectivity 6. Savita OIL & Alpa Industry connectivity 7. TCPL Packaging Conncetivity Surrounding Area of Dadra and Nagar Haveli",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=77041887&refType=caf&uuid=fd0dee80-e594-410f-9303-ce67da7f33e2&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=77041887&refType=FC&uuid=baea716b-6d74-4c19-8005-9162f2efb4d1&version=1.0,524946,200.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=77044454,Dadra & Nagar Haveli
70148206,New,WL/DN/ROAD/474581/2024,2024-05-22T11:19:55.887+00:00,,,0.9387,2500.0,EXECUTIVE ENGINEER ROAD DIVISION,,Wildlife clearance form,,,,Diversion of Forest Land (Wildlife) for the Widening of Road from Khanvel Chowk to Kherdi Border.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,CHAWDA,,,"13,21",Linear,0.0,0.9387,0.9387,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-22T12:37:18.809+00:00,,,,,,,,,,,,330.0,"13,21",Widening of Road from Khanvel Chowk to Kherdi Border.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=70133968&refType=caf&uuid=546b8c69-9589-44d4-8ced-e1762ea43779&version=1.0,524982,830.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=70148206,Dadra & Nagar Haveli
68701901,New,FP/DN/OTHERS/473232/2024,2024-05-17T03:53:31.494+00:00,,REMOVED,3.1464,55.0, DADRA AND NAGAR HAVELI PLANNING & DEVELOPMENT AUTHORITY,,Forest clearance form,,,,Diversion of  Forest Land (PF & RF) for the Construction of  Retaining Wall for Riverside Protection on Sakartod River at Khanvel.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Bindrabin,,,,Linear,0.0,3.1464,3.1464,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-17T04:38:28.485+00:00,,,Degraded Forest Land,true,"A Wing, 2nd Floor, District Secretariat, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,,38,24800.0,,Construction of Retaining Wall for Riverside Protection on Sakartod River at Khanvel.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=66590355&refType=caf&uuid=9a7ec6bd-afcd-45ae-b59a-aa239f632af7&version=1.4;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=66590355&refType=FC&uuid=2adcfff6-fd22-4613-968b-d67129428b72&version=1.0,524963,1370.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=68701901,Dadra & Nagar Haveli
60350554,New,FP/DN/TRANS/469189/2024,2024-04-12T15:56:48.134+00:00,,DELISTED_BY_SYSTEM,0.1148,99.0, SILVASSA BOTTLING CO,,Forest clearance form,,,,"Diversion of Protected Forest Land  for the Laying of Underground 11KV Electric Feeder Line from M/s Silvassa Bottling Company, Dapada to Khadoli Substation.",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DAPADA,,,,Linear,0.0,0.1148,0.1148,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-04-16T04:23:30.364+00:00,,,Degraded Forest Land,true,"SURVEY NO.131/1, KHANVEL MAIN ROAD, NEAR HEALTH CARE DAPADA SILVASSA",Dapada,38,Others,Accounts Head,Dapada,38,615.0,," Laying of Underground 11KV Electric Feeder Line from M/s Silvassa Bottling Company, Dapada to Khadoli Substation within the RoW.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=60350496&refType=caf&uuid=37a3dcda-1fe4-45f3-b447-ce866d7e70f5&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=60350496&refType=FC&uuid=4a5f7920-48fd-4b9c-af22-2157d245cd7d&version=1.1,524956,2025.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=60350554,Dadra & Nagar Haveli
55000176,New,FP/DN/ROAD/466800/2024,2024-03-21T08:59:10.180+00:00,,DELISTED_BY_SYSTEM,0.38,75.0,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of  Reserved  forest  land for the Improvement of the Geometrical Curve at Dudhani Junction (Ch. 34 to 35),THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,DUDHNI,,,"37,209",Linear,0.0,0.38,0.38,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-21T10:53:48.312+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,700.0,"37,209",Improvement of the Geometrical Curve at Dudhani Junction (Ch. 34 to 35),https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=54999448&refType=caf&uuid=4d66efbb-b4b3-4eeb-b215-1d1171a185d6&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=54999448&refType=FC&uuid=0c4f4d87-7fad-4b18-a759-c32bce0b9367&version=1.0,524974,930.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=55000176,Dadra & Nagar Haveli
54532431,New,WL/DN/DRKWATER/466300/2024,2024-03-17T10:25:27.988+00:00,,,0.0376,5.0,EXECUTIVE ENGINEER PWD III IRRIGATION DISTRICT PANCHAYAT DADRA AND NAGAR HAVELI,,Wildlife clearance form,,,,Diversion of Forest land for the Laying of Underground Drinking Water Pipeline from Madhuban Road to Karad Varlipada.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARAD,,,72,Linear,0.0016,0.036,0.0376,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-18T06:11:35.765+00:00,,,,,,,,,,,,125.0,72,Laying of Underground Drinking Water Pipeline from Madhuban Road to Karad Varlipada.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=53721084&refType=caf&uuid=09524ca8-d3f2-4278-926d-4bf6bac16bdc&version=1.0,524951,780.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=54532431,Dadra & Nagar Haveli
54532112,New,FP/DN/WATER/466298/2024,2024-03-17T09:34:30.875+00:00,,REMOVED,0.0376,5.0,EXECUTIVE ENGINEER PWD III IRRIGATION DISTRICT PANCHAYAT DADRA AND NAGAR HAVELI,,Forest clearance form,,,,Diversion of Forest land for the Laying of Underground Drinking Water Pipeline from Madhuban Road to Karad Varlipada.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KARAD,,,72,Linear,0.0016,0.036,0.0376,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-17T10:21:01.397+00:00,,,Degraded Forest Land,true,"Office of The Executive Engineer, PWD-III (IRRIGATION),;Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,Silvassa,38,125.0,72,Laying of Underground Drinking Water Pipeline from Madhuban Road to Karad Varlipada.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=53721084&refType=caf&uuid=09524ca8-d3f2-4278-926d-4bf6bac16bdc&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=53721084&refType=FC&uuid=cd6e2d39-2944-42fd-b292-b9451dd780c7&version=1.2,524951,780.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=54532112,Dadra & Nagar Haveli
52719744,New,FP/DN/TRANS/465589/2024,2024-03-10T14:28:29.200+00:00,,DELISTED_BY_SYSTEM,0.0169,60.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Protected Forest Land for the Laying of 11KV Underground HDD Electric Cable along Khadoli- Silvassa -Khanvel Road to Chikhali Village Road in Dadra and Nagar Haveli.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,CHIKHLI,,,,Linear,0.0,0.0169,0.0169,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-12T04:00:16.600+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,160.0,,Laying of 11KV Underground HDD Electric Cable along Khadoli- Silvassa Khanvel Road to Chikhali Village Road in Dadra and Nagar Haveli.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=52719723&refType=caf&uuid=ff56e8b6-8eea-49e8-be63-aafa365c445d&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=52719723&refType=FC&uuid=afb7a33c-e6fc-4f87-990f-a89c77a03522&version=1.1,524955,1295.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=52719744,Dadra & Nagar Haveli
50519748,New,SIA/DN/INFRA2/464550/2024,2024-02-29T14:08:36.341+00:00,,DELISTED_BY_SYSTEM,2.0108,9172.0, ROYAL ENTERPRISE,,Environment clearance form,TOR,B2,Building / Construction ,Shivanta – Residential Cum Commercial Building Construction Project by M/s Royal Enterprise,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Samarvarni (CT),,CF/UTEAC/DNH-DD/2024/03,,Hybrid,2.0108,0.0,2.0108,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Not Applicable,NO,NO,NO,2024-02-29T15:14:13.783+00:00,,,,,,,,,,,,6950.0,,Shivanta – Residential Cum Commercial Building Construction Project by M/s Royal Enterprise having residential flats 616 and 13 shops,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=50519500&refType=caf&uuid=a8cc416f-2e82-4267-8813-a64f7b91ef33&version=1.0,524999,2820.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=50519748,Dadra & Nagar Haveli
47071282,New,FP/DN/ROAD/463027/2024,2024-02-16T04:21:47.866+00:00,,Pending at UA for Compensatory Levies Payment and Compliance Report,0.81,175.0,EXECUTIVE ENGINEER ROAD DIVISION,,Forest clearance form,,,,Diversion of Reserved Forest Land for the Improvement of the Geometrical Curve on existing Road Stretches in Shelti Goratpada and Vaghchauda in DNH.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,VAGHCHAUDA,,,9,Linear,0.0,0.81,0.81,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-02-16T18:30:00.000+00:00,,,Degraded Forest Land,true,"Office of the Executive Engineer (Road Division), Near Government Housing Complex, Silvassa ",Silvassa,38,Central Government (Department/Autonomous body),Executive Engineer,,38,550.0,9,Improvement of the Geometrical Curve on existing Road Stretches in Shelti Goratpada and Vaghchauda and DNH.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=47043650&refType=caf&uuid=e205e36c-ed43-406e-afd3-2eafbbd919a9&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=47043650&refType=FC&uuid=0c1c7c06-ceea-4fab-8860-6dcf4b883ddb&version=1.1,524968,2025.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=47071282,Dadra & Nagar Haveli
46740351,Expansion,IA/DN/IND2/462801/2024,2024-02-14T07:58:58.746+00:00,2024-05-03T12:12:36.120+00:00,Granted,3.75,9273.0, RELIANCE POLYESTER LIMITED,,Application for Transfer of EC- Form-7,OTHER,B1,,"M/s. Reliance Polyester Limited. - Application for transfer of EC from M/s Shubhalakshmi Polyesters Limited to M/s. Reliance Polyester Limited., granted for Man-Made fibre (Partially Oriented Yarn, Fully Drawn Yarn, Nylon Yarn & Mother Yarn).",THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,Sili,J-11011/174/2014-IA II(I),,Survey no. 179/1/2 & 179/1/4,Non - Linear,3.75,0.0,3.75,0.0,0.0,0.0,0.0,9273.0,0,0,0,NO,The current application is only for the transfer of EC. The earlier EC was for expansion in existing site.,NO,NO,NO,2024-02-26T10:00:24.388+00:00,,,,,"2nd Floor, Maker Chambers IV, 222 Nariman Point, Mumbai, Mumbai City, Maharashtra, India. Pincode no.-400021.",Mumbai City,27,Private Limited,Director,Mumbai City,27,0.0,Survey no. 179/1/2 & 179/1/4,"Application for transfer of EC from M/s Shubhalakshmi Polyesters Limited to M/s. Reliance Polyester Limited., granted for Man-Made fibre (Partially Oriented Yarn, Fully Drawn Yarn, Nylon Yarn & Mother Yarn).",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=46732110&refType=caf&uuid=d2ecf25a-aa68-45c2-aeb8-0c2cdddab15b&version=1.0,524935,167040.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=46740351,Dadra & Nagar Haveli
46739277,New,FP/DN/TRANS/462797/2024,2024-02-14T07:45:06.089+00:00,,DELISTED_BY_SYSTEM,0.0308,70.0, DADRA AND NAGAR HAVELI AND DAMAN AND DIU POWER DISTRIBUTION CORPORATION LIM,,Forest clearance form,,,,Diversion of Protected Forest Land for the laying of 11KV underground Electric Cable along the Athal Kharadpada Crossing - Luhari Road.,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,KHARADPADA,,,,Linear,0.0,0.0308,0.0308,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-21T18:30:00.000+00:00,,,Degraded Forest Land,true,"1st and 2nd floor, Vidyutbhavan, Next to Secretariat BLDG, 66 kV Road Silvassa, D&NH 396230",Silvassa,38,Joint Venture (Govt. + Pvt.),Junior Engineer,Silvassa,38,125.0,,Kharadpada,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=46736079&refType=caf&uuid=cd3a04c9-c78b-4430-91a3-65cdb9608a3c&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=46736079&refType=FC&uuid=906d45b1-daa0-424e-99f3-2514a51613f3&version=1.0,524945,2025.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=46739277,Dadra & Nagar Haveli
43686470,New,SIA/DN/INFRA2/460848/2024,2024-02-03T06:09:16.001+00:00,2025-02-17T11:38:05.433+00:00,Proposal Withdrawal Request Accepted,1.6875,8036.23,DIGVIJAYSINH PARMAR,Precitech Laboratories Private Limited (formerly known as Precitech Laboratories),Environment clearance form,TOR,B2,Building / Construction ,Palladium High Street,THE DADRA AND NAGAR HAVELI AND DAMAN AND DIU,Dadra & Nagar Haveli,SILVASSA,,,"Plot no. 52/1/1/2/2, 52/1/1/2/1/1",Non - Linear,1.6875,0.0,1.6875,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2024-02-22T05:42:18.419+00:00,,,,,,,,,,,,2240.0,"Plot no. 52/1/1/2/2, 52/1/1/2/1/1","This project is Residential cum commercial project. The total built-up area of the project is 83584.05 sq. mt. and site area is 16875.00 sq. mt. The project comprises of 590 Nos. of apartment units- 481, shops- 108 and clubhouse- 1. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=43473201&refType=caf&uuid=01d2428a-53cd-4ee8-b1b8-d70f864510f3&version=1.0,802639,732.0,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=43686470,Dadra & Nagar Haveli
