ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Project Exemption Reason,proposal_url,Village Code,Plot Number,District,Employment (Construction),Project Description,KML URLs,Employment (Operational)
109492876,Expansion,IA/PY/INFRA1/500606/2024,2024-10-10T11:15:36.294+00:00,2024-12-16T05:44:49.088+00:00,ToR Granted,243.0,2225283.75,karaikal port private limited,Falcon Resilient Infra Consultants,Environment clearance form,TOR,A,"Ports, harbors, breakwaters, dredging","Master Plan of Karaikal Port, Vanjore village, Karaikal district, Puducherry ",PUDUCHERRY,Karaikal Taluk,VANJIYUR,10-42/2009-IA.III,,,Non - Linear,243.0,0.0,243.0,263.0,0.0,263.0,250895.75,1974388.0,0,0,0,Not applicable as the project or activity is site specific,,YES,NO,NO,2024-10-15T05:30:21.914+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109492876,644994,,Karaikal,730000.0,EC & CRZ Clearance for Karaikal port (KPPL) is available for 21.5 MMTPA of cargo handling capacity with 5 berths. KPPL is proposing for Master Plan of Karaikal port with handling  capacity of 100.3 MMTPA with 14 berths. ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=109489010&refType=caf&uuid=839b7bd4-1ada-4754-b45c-224c7eef0eb0&version=1.0,91250.0
108507100,New,IA/PY/CRZ/499949/2024,2024-10-05T15:10:47.557+00:00,,Referred to SCZMA,0.022,6949278.0,SENTHILKUMAR V,,CRZ clearance form,CRZ,,,"Proposed construction of Two Storeyed (G+1) Residential Building (Dwelling Unit- 2Nos) At Plot No.184, R.S.No. 186pt,Thirummaal Beach Land ,Narambai  Village, Pillaiyarkuppam Revenue Village, Bahour Commune Panchayat, Puducherry.",PUDUCHERRY,Bahour Taluk,PILLAIYAR KUPPAM,,PCZMA/CRZ/499949/2024,"Plot .no .184, Rs.no. 186pt",Linear,0.022,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Own Property,NO,NO,NO,2024-10-05T16:09:32.484+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108507100,644972,"Plot .no .184, Rs.no. 186pt",Puducherry,724.0,Proposed construction of Two Storeyed (G+1) Residential Building ( Dwelling Unit - 2 Nos ).,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=108506977&refType=caf&uuid=03c4bebd-852a-437b-a0ce-842c7b93cd3b&version=1.0,0.0
104626829,New,IA/PY/CRZ/497728/2024,2024-09-22T08:05:47.701+00:00,,DELISTED_BY_SYSTEM,0.0,24.0,THANGAVEL SELVAM,,CRZ clearance form,CRZ,,,Proposed construction of two storeyed residential building (1 dwelling unit) ,PUDUCHERRY,Puducherry Taluk,ARIANKUPPAM,,,,Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-22T07:50:10.980+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=104626829,804036,,Puducherry,0.0,"Proposed construction of two storeyed residential building (1 dwelling unit)at R.S.no.118, plot no.233, Arasi Sengazhuneer Amman Nagar, Veerampattinam, Ariyankuppam Rev.Village, Puducherry.;Project owner: Tmt.L.SUGANTHI",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=104625926&refType=caf&uuid=d2683b82-dda7-440c-a545-492c6db1f5a2&version=1.0,0.0
101433233,New,IA/PY/CRZ/496064/2024,2024-09-10T10:02:16.815+00:00,,Recommend to Town Planner Authority,0.02,148.68,SNEHA REDDY KONDAPALLY,,CRZ clearance form,CRZ,,, Proposed Construction of a Two Storeyed Residential Building with Stilt Floor  ,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,064/PCZMA/CRZ/2024,,Linear,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-23T05:42:53.184+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=101433233,804036,,Puducherry,612.0,"Proposed Construction of a Two Storeyed Residential Building with Stilt Floor at R.s.No.76/13pt,T.S.No.96/4B, Ward-B, Block No.14, Pappammal Kovil Street,Vaithikuppam,Puducherry Revenue Village,Puducherry Municipality,Puducherry",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=99760042&refType=caf&uuid=1c9ef052-198f-4818-8be7-aa2fad9e421e&version=1.0,612.0
96822435,New,IA/PY/CRZ/494120/2024,2024-08-26T09:38:35.163+00:00,,DELISTED_BY_SYSTEM,0.023,1852000.0,Mathavi,,CRZ clearance form,CRZ,,,P. Mathavi,PUDUCHERRY,Karaikal Taluk,KOVILPATHU,,,"25, Kovilpathu, W-C, B-10, TS No. 8/2",Linear,0.023,0.0,0.023,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Residential House,NO,NO,NO,2024-08-27T05:36:35.014+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=96822435,804040,"25, Kovilpathu, W-C, B-10, TS No. 8/2",Karaikal,1500.0,CRZ Approval for Residential House ,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=96821833&refType=caf&uuid=61633535-766b-41b7-9a23-181438120fba&version=1.0,0.0
92171794,New,IA/PY/CRZ/492169/2024,2024-08-10T05:49:03.821+00:00,,Referred to SCZMA,0.0866,307.105,sathianarayanan,,CRZ clearance form,CRZ,,,Proposed Construction of three storeyed commercial building (5 Shops & 4 Nos. Office) with stilt floor,PUDUCHERRY,Ozhukarai Taluk,PILLAICHAVADY,,492169/PCZMA/CRZ/2024,,Linear,0.0866,0.0,0.0866,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-10T07:38:07.696+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=92171794,937514,,Puducherry,10.0,"Application for CRZ clearance for Proposed construction of three storeyed commercial building at plot nos. 6, 7, 8 & 9, r.s nos. 215/4/e1, 215/4/f1, 215/4/a/1/d/19 & 215/4/a/1/e, marakkanam road (east costal road), periyakalapet, kalapet revenue village, oulgaret, Puducherry  605014 by Tmt.D.P.Ramamoorthi & TMt. Indrani",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=91919645&refType=caf&uuid=0babb2de-699f-4260-80c2-b8011c5c22e5&version=1.0,15.0
91256632,New,IA/PY/CRZ/491545/2024,2024-08-07T03:05:12.099+00:00,,DELISTED_BY_SYSTEM,0.0,1923000.0, POORNIMA,,CRZ clearance form,CRZ,,,Proposed construction of Two Storyed Residential building (1 dwelling Unit),PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,,"Ward : ""A"", Block No: 24, T.S.No: 69/5, R.S No.68/2, 70/3, Plot No.19",Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-07T03:21:14.799+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=91256632,804036,"Ward : ""A"", Block No: 24, T.S.No: 69/5, R.S No.68/2, 70/3, Plot No.19",Puducherry,6.0,"Proposed Construction of Two Storeyed Residential Building (1 dwelling unit)at Ward : ""A"", Block No: 24, T.S.No: 69/5, R.S No.68/2, 70/3, Plot No.19, Aravinder Gardern, , Solai Nagar, Muthialpet ,Puducherry Revenue Village, Puducherry Municipality,;Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=91017682&refType=caf&uuid=a7261c54-1b3f-460e-892e-836b25ff7e15&version=1.0,4.0
90709419,New,IA/PY/CRZ/491336/2024,2024-08-05T13:58:42.522+00:00,,Referred to SCZMA,0.02,5437800.0,alexandar,,CRZ clearance form,CRZ,,,Proposed construction of a Two Storeyed Residential (1-Dwelling Unit) Building ,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,491336/PCZMA/CRZ/2024,,Non - Linear,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-29T15:14:13.893+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=90709419,804036,,Puducherry,615.0,"Proposed construction of a Two Storeyed Residential (1-Dwelling Unit) Building located at R.S.No. 5l/4 pt, T.S. No. 5/1/C/1, Ward-A, Block No. 15, Kattamanikuppam Street, Solai Nagar, Muthialpet, Puducherry Revenue Village, Puducherry Municipality, Puducherry-605003. Total land area is 2000 (Square Feet) with a plot value and building construction value estimated after completion of Rs.54,37,800 Rupees Fifty-Four Lakhs Thirty-Seven Thousand Eight hundred only. Schedule of property: East-West 80 feet South-North 25 feet totally 2000 Square feet of plot are required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=90709235&refType=caf&uuid=a261b9a1-2e40-4bc1-940c-e3d6492c4520&version=1.0,615.0
89870112,New,IA/PY/CRZ/491039/2024,2024-08-02T12:21:34.175+00:00,,Recommend to Town Planner Authority,0.2606,492128.0,Sathya,,CRZ clearance form,CRZ,,,Sathya Nagar,PUDUCHERRY,Puducherry Taluk,MANAVELI,,4514/PCZMA/CRZ/2024,200/2A/1,Linear,0.2606,0.0,0.2606,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-02T12:44:04.698+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=89870112,644922,200/2A/1,Puducherry,10.0,Proposed residential layout in the name Sathya Nagar,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=89865441&refType=caf&uuid=2884f889-5b96-45ad-a032-543145ffbcb0&version=1.0,10.0
89216619,New,IA/PY/CRZ/490629/2024,2024-07-31T10:54:32.780+00:00,,Recommend to Town Planner Authority,2.0,142.0,cadiressane,,CRZ clearance form,CRZ,,,Proposed four storied residential flats building (8 Dwelling Units) with stilt floor after demolishing existing old building ,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,490629/DSTE/PCZMA/CRZ/SCI/2024,"R.S.No. 212/4pt, T.S.No.20",Linear,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-01T12:00:15.602+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=89216619,804036,"R.S.No. 212/4pt, T.S.No.20",Puducherry,10.0,"Application for CRZ Clearance for Proposed four storied residential flats bu❖lding (8 Dwelling Units) with stilt floor after demolishing existing old building Located at R.S.No. 212/4pt, T.S.No.20, Ward-B, Block No.22, New Door No.55, Francois Martin Street, Kurusukuppam, Puducherry Revenue Village, Puducherry Municipality, Puducherry-605001. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=89213786&refType=caf&uuid=e7b48f9a-a5ac-4bcf-b8ec-b6bf0df758c2&version=1.0,10.0
88917291,New,WL/PY/SRY/490464/2024,2024-07-30T12:21:43.600+00:00,,,0.2,6.0,SAKTHIVEL CHAKARAPANI,,Wildlife clearance form,,,,Pakshi_vanabhumi,PUDUCHERRY,Ozhukarai Taluk,ALANKUPPAM,,,,Linear,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-07-30T13:00:21.829+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=88917291,937515,,Puducherry,540.0,"Pakshi_Vanabhumi Is designed in a way to provide a natural habitat, devoid of cages, natural environmental circumstances and living conditions for the birds as well as the people who wish to connect with birds.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6477014&refType=caf&uuid=85c66303-5a52-4339-aec4-624cafd9bcaa&version=1.0,9360.0
85658029,New,IA/PY/CRZ/488656/2024,2024-07-19T04:42:27.904+00:00,2025-04-17T07:47:57.902+00:00,CRZ Granted,1.63,3500.0, CHEMFAB ALKALIS KARAIKAL LIMITED,,CRZ clearance form,CRZ,,," Proposed 5 MLD Sea water (SWRO) Desalination Plant and laying of sea water intake and outfall pipeline. Product water pipeline (8 km) from Desalination plant to Caustic plant of Chemfab Alkalis Karaikal Limited, PIPDIC, Pologam Karaikal",PUDUCHERRY,Karaikal Taluk,KEEZHAIYUR SOUTH(KEEZHZIY|R),11/22/2025-IA.III,488656/DSTE/PCZMA/CRZ/SCI/2024,,Hybrid,1.63,0.0,1.63,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2024-08-20T12:51:07.872+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=85658029,644992,,Karaikal,3650.0,"Chemfab Alkalis Karaikal Limited proposes to install a Chlor Alkali Complex at PIPDIC Polagam Karaikal and Desalination Plant at Keezhaiyur of T R Pattinam Karaikal. The plant will have caustic plant and its downstream facilities. ;The main source of water for the plant operation will be catered by desalination plant which will be located along the sea side of the Bay of Bengal, which is 3-4 kms for the plant, located in Pondicherry Industrial Promotion Development and Investment Corporation (PIPDIC) Pologam.;In the Desalination Plant will be 5MLD as per requirement of product water. The plant is proposed to be under a wholly owned subsidiary of Chemfab Alkalis Limited-Pondicherry (CCAL). ;The plant will draw Seawater through the Intake system facility and the final product water quantity will be 5 MLD (5000cu.m/day).  The reject water from the desalination plant will be put into the reject water tank and pumped back to the sea through marine outfall.;",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=85657543&refType=caf&uuid=b0b390e2-6781-49bd-9947-cf81415d2a26&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=85657543&refType=caf&uuid=6b9b88a5-f9c1-40eb-b24d-0a13b7947074&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=85657543&refType=caf&uuid=3fdcf10d-ee36-419c-aa23-efa0f9b44c70&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=85657543&refType=caf&uuid=ae569470-da01-4ed7-b10a-b5cc16974603&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=85657543&refType=caf&uuid=ae7f5dd5-0f33-4d0a-b6f7-d105c3e9cc68&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40828&refId=85657543&refType=caf&uuid=b2579add-b8db-482a-b6ae-875ee04886f5&version=1.0,5493.0
85413776,New,IA/PY/CRZ/488601/2024,2024-07-18T12:53:56.972+00:00,,Recommend to Town Planner Authority,0.01,4675000.0,arivazhagi,,CRZ clearance form,CRZ,,,Proposed construction of a Two Storeyed Residential (2 Dwelling Units) Building ,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,467518/ PCZMA/CRZ/2024,,Non - Linear,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-02T14:36:37.346+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=85413776,804036,,Puducherry,612.0,"Proposed construction of a Two Storeyed Residential (2 Dwelling Units) Building located at R.S.No.59/1pt, T.S.No. 24/2, Ward ‘A’, Block No.15, Plot no.3, Dhanalakshmi Garden, Solai Nagar, Muthialpet, Puducherry Revenue Village, Puducherry Municipality, Puducherry. Total land area is 1126 (Square Feet) with a plot value and building construction value estimated after completion of Rs.46,75,000 (Rupees Forty Six Lakhs Seventy Five Thousand only). Schedule of property: Towards East to No.2. Plot, Towards West to No.4 Plot, Towards North to 20 feet common road, the plot belongs to T.S. No. 23 towards south. Totally 1126 Square feet of plot are required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=85413047&refType=caf&uuid=a2062b87-d14a-464d-98b0-4939c8e8a867&version=1.0,612.0
84512921,New,IA/PY/CRZ/487990/2024,2024-07-15T12:54:30.735+00:00,,Under Examination with SCZMA,0.021,6061000.0,arivazhagan,,CRZ clearance form,CRZ,,,Proposed construction of two storeyed Commercial building with stilt floor (1O-Guest Rooms),PUDUCHERRY,Puducherry Taluk,MANAVELI,,,,Non - Linear,0.021,0.0,0.021,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-07-15T13:15:43.166+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=84512921,644922,,Puducherry,825.0,"Proposed construction of two storeyed Commercial building with stilt floor;(10- Guest Rooms) located at R.S.No.205/6, & 205/7, Chinna;Veerampattinam, Manaveli Revenue Village, Ariyankuppam, Commune,;Puducherry-605007. Total land area is 2246 (Square Feet) with a plot value;and building construction value estimated after completion of Rs. 60,61,000;(Rupees sixty Lakhs and sixty-one thousand only). Schedule of property: East;West 30 feet, towards northern side South North 72 feet, bottom side 77 feet;and 9 inches, totally, 2246 Square feet of plot are required for CRZ-II;clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=84512272&refType=caf&uuid=08808613-b5d6-4187-85d2-b813ea97b9be&version=1.1,825.0
82400365,New,IA/PY/CRZ/486479/2024,2024-07-08T04:58:19.619+00:00,2025-04-17T06:33:49.419+00:00,CRZ Granted,0.02,6061000.0,arivazhagan,,CRZ clearance form,CRZ,,,Proposed construction of two storeyed residential building (1- Dwelling Unit & Office) with stilt floor ,PUDUCHERRY,Puducherry Taluk,MANAVELI,11/20/2025-IA.III,486479/PCZMA /CRZ/SCI/2024,,Non - Linear,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is residential and office building ,NO,NO,NO,2024-07-10T13:27:21.123+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=82400365,644922,,Puducherry,1225.0,"Proposed construction of two storeyed residential building (1- Dwelling Unit & Office) with stilt floor located at R.S.No.205/6, & 205/7, Chinna Veerampattinam, Manaveli Revenue Village, Ariyankuppam, Commune, Puducherry-605007. Total land area is 2246 (Square Feet) with a plot value and building construction value estimated after completion of Rs. 60,61,000 (Rupees sixty Lakhs and sixty-one thousand only). Schedule of property: East West 30 feet, towards northern side South North 72 feet, bottom side 77 feet and 9 inches, totally, 2246 Square feet of plot are required for CRZ-II clearance. ",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=82399882&refType=caf&uuid=7bb5dde4-5c54-4611-a067-a24baafd5ee4&version=1.1,1225.0
81332152,New,IA/PY/CRZ/485939/2024,2024-07-04T15:31:45.609+00:00,,DELISTED_BY_SYSTEM,0.016,4565000.0,sathiyamoorthy,,CRZ clearance form,CRZ,,,Proposed construction of double storyed residential (2-Dwelling Units) building with stilt floor ,PUDUCHERRY,Ozhukarai Taluk,KALAPET,,,,Non - Linear,0.016,0.0,0.016,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is residential building work,NO,NO,NO,2024-07-05T13:45:32.691+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=81332152,937516,,Puducherry,620.0,"Proposed construction of double storyed residential (2-Dwelling Units) building with stilt floor located at R.S.No. 178/3A, Cadastre No. 405, Patta No. 589, E.C.R. Road, Periyakalapet, Kalapet, Revenue Village, Oulgaret Municipality, Puducherry. The total land area is 1824 (Square feet) with a plot value and building construction value estimated after completion of Rs.45,65,000 (Rupees Forty-Five Lakhs Sixty-Five Thousand Rupees only). Land description: East to West towards Northern side 23.3 meter, towards southern side 23.1-meter, South-North towards bottom side 7.4 meter, towards upper side 7.3 meter, having an extent of 169.5 Square feet or 1824.5 Square feet of empty land required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=81332009&refType=caf&uuid=6f294ff4-8912-4d15-b590-c4c1b11ea129&version=1.0,620.0
80675220,New,IA/PY/CRZ/485402/2024,2024-07-02T07:53:37.794+00:00,,DELISTED_BY_SYSTEM,0.0,3567000.0, POORNIMA,,CRZ clearance form,CRZ,,,Proposed constrution of Two Storyed commercial Building with stilt floor ,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,,R.S.No.239/pt,Non - Linear,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-07-02T08:24:35.523+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=80675220,804036,R.S.No.239/pt,Puducherry,3.0,"Proposed construction of Two Storyed commercial building with stilt floor  at R.S.No.239pt, T.S.No.96,97,98,99, Ward-D, Block No.20, Subbaiah Salai, Puducherry Revenue Village, Puducherry Municipality, Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=80660044&refType=caf&uuid=93a8bbc4-b307-47d9-a017-c7623accf7b6&version=1.1,2.0
79231676,New,IA/PY/CRZ/484403/2024,2024-06-27T14:02:08.295+00:00,2025-04-17T06:59:38.199+00:00,CRZ Granted,9.29,9049468.0,ethereal hospitality llp,,CRZ clearance form,CRZ,,,Proposed renovation of existing building and additional construction of hotel building (6-Rooms & Swimming pool) for M/s. Ethereal Hospitality,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),11/21/2025-IA.III,1899/DSTE/PCZMA/CRZ/CLR/SCI/2023,,Non - Linear,9.29,0.0,9.29,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This project is only rennovation with existing building work,NO,NO,NO,2024-06-27T14:38:13.247+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=79231676,804036,,Puducherry,1296.0,"Proposed renovation of existing building and additional construction of hotel building (6-Rooms & Swimming pool) for M/s. Ethereal Hospitality at R.S.No. 239/pt, T.S.No.64, Ward-C, Block.18, Door.No.6, Sri Aurobindo Street, Puducherry Revenue Village, Puducherry-605001. Total land area is Existing Ground Floor 4520.84 Square feet Proposed new Construction 6609.79 Square Feet with a plot value and building construction value estimated after completion of Rs. Rs. 90, 49, 468 (Ninety Lakhs Forty Nine-Thousand Four Hundred and Sixty-Eight only). Schedule of property: East-West bottom and upper total 34.4 meters, South-North both the sides total 48.8 meters, totally 420 Square meter or 4520.84 Square feet of land area (Existing building) and New proposed Construction & renovation space 6609.79 Square Feet required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=79230917&refType=caf&uuid=0e32a1ef-e2b5-40b5-92d1-ae1e9e1d0819&version=1.0,1072.0
78600279,New,IA/PY/CRZ/483827/2024,2024-06-25T13:39:16.110+00:00,,Referred to SCZMA,0.06,32836563.0,prabuddha khare,,CRZ clearance form,CRZ,,,Proposed construction of four storeyed Residential Flats building (8-Dwelling units) with stilt floor building,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),,483827/PCZMA/CRZ/2024,,Non - Linear,0.06,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This is Residential building work,NO,NO,NO,2024-08-11T02:21:51.365+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=78600279,804036,,Puducherry,412.0,"Proposed construction of four storeyed Residential Flats building (7-Dwelling units) R.S.No. 78/12, Ward-B, Block No.15, T.S.No. 28/2, at Pillaiyar Koil Street, Vaithikuppam, Puducherry Revenue Village, Puducherry Municipality, Puducherry. Total land area is 566 (Square Meters) with a plot value and building construction value estimated after completion of Rs.3,28,36,563 (Rupees Three Crores Twenty-Eight Lakhs Thirty Six-Thousand Five Hundred and Sixty Three only). Schedule of property: Measuring East-West 79 feet, South- North on the Eastern side 77.2 feet, on the Western side 77.2. Total extent: 566 Square Meters of land required for CRZ-II clearance.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=78599332&refType=caf&uuid=4ff54d34-70a1-44a4-9ced-379255176346&version=1.0,400.0
78241217,New,IA/PY/CRZ/483454/2024,2024-06-24T10:36:09.779+00:00,2025-05-31T06:51:59.912+00:00,CRZ Granted,0.0548,64373109.0,FRANCIS JOSEPH ANAND ANTOOINE,,CRZ clearance form,CRZ,,,Proposed construction of two storeyed commercial (Guest Rooms - 18 Nos) Building with Stilt Floor.,PUDUCHERRY,Puducherry Taluk,PONDICHERRY(PUDUCHCHERI),11/25/2025-IA.III,483454/DSTE/PCZMA/CRZ/CLR/SCI/2024,"T.S.23,24,25,26",Hybrid,0.0548,0.0,0.0548,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Own Property,NO,NO,NO,2024-06-24T11:26:55.901+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=78241217,804036,"T.S.23,24,25,26",Puducherry,3665.0,Proposed construction of two storeyed commercial (Guest Rooms - 18 Nos) Building with Stilt Floor.,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=78234534&refType=caf&uuid=0d8b226b-d3c2-455d-93b8-6f848f60372f&version=1.0,4385.0
77039389,Expansion,IA/PY/IND3/481901/2024,2024-06-17T09:54:34.298+00:00,2024-12-13T18:13:57.064+00:00,Standard ToR Granted,7.0805,34000.0, BERGER PAINTS INDIA LIMITED,Kadam Environmental Consultants,Environment clearance form,TOR,A,Integrated paint industry,"Expansion of Integrated Paint Manufacturing Unit at R S No. 53-56, Pandasozhanallur village, Nettapakkam commune, Puducherry by Berger Paints India Limited",PUDUCHERRY,Bahour Taluk,PANDASOZHANUR,IA-J-11011/453/2024- IA-II (I),,53-56,Hybrid,7.0805,0.0,7.0805,0.0,0.0,0.0,0.0,34000.0,0,0,0,NO,Proposed project is for expansion.,NO,NO,NO,2024-12-03T07:43:10.390+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=77039389,644967,53-56,Puducherry,300.0,"The proposed project is integrated paint manufacturing facility including Resin manufacturing at R. S .No 53-56, Pandasozhanallur village, Nettapakkam commune, Puducherry.",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=77035483&refType=caf&uuid=09079162-e78b-4a9c-b09a-1fd486383419&version=1.0,105050.0
72544941,New,IA/PY/CRZ/478081/2024,2024-06-01T00:36:26.853+00:00,,Recommend to Town Planner Authority,0.02,27100000.0,SUBHAM GHOSH,,CRZ clearance form,CRZ,,,"Proposed construction of Residential Quarters for Senior Superintendent of Police (1 Dwelling Unit) and  Superintendent of Police (2 Dwelling Units) at T.S. No. 112/1 and 112/3, Ward - F, Block - 1, Duplex Street Extension, Karaikal Municipality, Karaikal",PUDUCHERRY,Karaikal Taluk,KARAIKAL,,8836/DSTE/PCZMA/CRZ/CLR/SCI/2024,,Non - Linear,0.02,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,This Police Quarters,NO,NO,NO,2024-06-01T00:53:37.135+00:00,,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=72544941,804040,,Karaikal,3928.0,"Proposed construction of residential quarters for Senior Superintendent of Police (1 Dwelling Unit) and Superintendent of Police (2 Dwelling Units) at T.S. No. 112/1 and 112/3, Ward - F, Blocks - 1, Duplex Street Extension, Karaikal Municipality, Karaikal",https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=72186007&refType=caf&uuid=840c9ff9-67cd-448f-969d-7156e11c2da7&version=1.0,3928.0
