ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,KML URLs,Plot Number,District,Employment (Operational),Village Code,Project Description,proposal_url,Employment (Construction)
120014162,New,FP/SK/OTHERS/524001/2025,2025-02-13T11:10:57.299+00:00,,Pending at DFO for Compensatory Levies,0.8487,6819.0,Tourism and Civil Aviation Department,,Forest clearance form,,,,"Development of Nature Interpretation Centre at Nathula by Tourism & Civil Aviation Department, Govt. of Sikkim ",SIKKIM,Gangtok,Kyongnosla Forest Block,,,00,Non - Linear,0.0,0.8487,0.8487,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-12T18:30:00.000+00:00,,Degraded Forest Land,true,"Paryatan Bhawan, Metro Point Gangtok",Gangtok,11,State Government (Department/Autonomous body),Divisional Engineer  ,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=120010684&refType=caf&uuid=29ff91a5-c89d-4bb2-bd27-72f63f07d7af&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=120010684&refType=FC&uuid=15fe4cb1-7ded-4b99-8ca4-75099ea49a6f&version=1.0,00,Gangtok,68200.0,261318,"The Nathula pass located on the India China border and is situated at an altitude of 14,140 feet in the eastern Himalayas. It is one of the most important border posts. It was a part of the ancient silk route facilitating trade between India and Tibet. Visiting Nathula provides tourist with a rare opportunity to see a functional international border and experience the unique geopolitical dynamics between the two major Asian countries. It provides an opportunity for the tourist to witness the Indo China fence, meet the Indian army personnel stationed there and view the bunkers and fortification.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=120014162,0.0
119560454,New,WL/SK/SRY/523017/2025,2025-02-07T11:20:50.414+00:00,,,3.472,1854.0,"DRAWING OF 11KV LINE AND INSTALLATION OF DISTRIBUTION SUB-STATION AT BOPs OF 36TH & 72ND BN.SSB UNDER DENTAM DIVISION, WEST SIKKIM.",,Wildlife clearance form,,,,"Drawing of 11 Kv Transmission line and installation of distribution sub-station at BoPs of 36th & 72nd Bn SSB under Dentam Range, Geylshing Division by Power Department, Govt. of Sikkim ",SIKKIM,Gyalshing,Sopakha,,,00,Linear,0.0,3.472,3.472,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-07T11:22:12.459+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=119288252&refType=caf&uuid=e57ddf5d-0cc9-4311-b51a-4a084cc14db3&version=1.0,00,West District,500.0,0,;The project aims to connect electricity to five BOPs of 36th and 72nd Battalion SSB in Indo-Nepal Border areas.;,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=119560454,0.0
118528535,New,FP/SK/DISP/520623/2025,2025-01-27T07:16:33.581+00:00,,Pending at DFO for Compensatory Levies,0.99,2368.24,"Construction of PRIMARY HEALTH CENTRE at Melli, Namchi District",,Forest clearance form,,,,"Diversion of Forest Land of 0.99 ha for construction of Primary Health Center (PHC) at Melli in Namchi District of Sikkim by Health & Family Welfare Department, Government of Sikkim. ",SIKKIM,Namchi,Melli,,,00,Non - Linear,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,NA,NO,NO,NO,2025-01-31T07:23:50.073+00:00,,Degraded Forest Land,true,"Tashiling Secretariate, Block -B",Gangtok,11,State Government (Department/Autonomous body),SE,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=118524625&refType=caf&uuid=2693dcb2-6b16-43a5-85da-d82c1816f62f&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=118524625&refType=FC&uuid=52d04445-9285-4142-897d-264dbf046d29&version=1.0,00,South District,29210.0,261151,"Diversion of Forest Land of 0.99 ha for construction of Primary Health Center (PHC) at Melli in Namchi District of Sikkim by Health & Family Welfare Department, Government of Sikkim. ",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118528535,7382.0
118364919,Expansion,FP/SK/HYD/IRRIG/520052/2025,2025-01-24T09:09:41.693+00:00,,Pending at DFO for Compensatory Levies,3.025,6855.0,Power Department,,Forest clearance form,,,,"Diversion of additional forest land for construction of 12MW Rellichu HEP at Karjee, Tashiding, Geylshing District, by Power Deptt. GoS",SIKKIM,Gyalshing,Gyalshing Forest Block,,,0.0,Hybrid,0.0,3.025,3.025,0.0,1.9656,1.9656,6505.0,350.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-03-25T18:30:00.000+00:00,,Degraded Forest Land,true,"Power Department, Kazi Road, Gangtok",Gangtok,11,State Government (Department/Autonomous body),Divisional Engineer ,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=118363531&refType=caf&uuid=4f2db4e2-2bc0-447a-8b9f-1f7be5837ed6&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=118363531&refType=FC&uuid=4a48ad02-0aa2-4b86-9702-2e16098af59d&version=1.0,0.0,West District,9125.0,261048,"The catchments area of Relli Chu & Rungdung Chu/ Stream above diversion structure comprises of forest land, the above said proposed project for hydro electricity generation. The natural design of the Rellichu stream/khad is not disturbed. The water after generation of electricity would be released back to the khad on run of the river principle.;No other viable alternative is available for the project so it has to be such located in the forest land, the project component like Trench Weir-1 & 2, Intake Structure, Feeder Channel, D-tank 1& 2, Head Race Tunnel, Head Race Pipe, Forebay Tank, Spillway Pipeline, Penstock Line, Power House, Muck Dumping etc. Lies under West Territorial Division, West Sikkim. Three alternatives have been explored and one covering minimum tree is finally selected, keeping in view other factor such as cost. Effectiveness, ecological disturbances and stability of strata to market best use of eater available for the power generation.;",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118364919,730.0
118027809,New,FP/SK/PWR_TRANS/519537/2025,2025-01-21T07:13:23.055+00:00,,Pending at DFO due to EDS by Nodal Officer,8.3358,283.0,Power Department,,Forest clearance form,,,,"Diversion of forest land for Transmission line of Rellichu 12MW HEP from Kongri (Labdang) to RHEP power House under Gyalshing District by Power Department, Gangtok Govt. of Sikkim",SIKKIM,Gyalshing,Labdang,,,107,Linear,5.643,2.6928,8.3358,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-01-21T07:54:17.044+00:00,,Degraded Forest Land,true,"Power Department, Kazi Road, Gangtok",Gyalshing,11,State Government (Department/Autonomous body),Divisional Engineer ,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=118025274&refType=caf&uuid=e6647afb-fa62-4b44-aa0b-93da1cb94dca&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=118025274&refType=FC&uuid=cc1f3e34-1a2a-4e6a-8311-66390895431d&version=1.0,107,West District,730.0,0,"Diversion of forest land for Transmission line of Rellichu 12MW HEP from Kongri (Labdang) to RHEP power house under Gyalshing District by Power Department, Gangtok Govt. of Sikkim, double circuit AAAC zebra conductor transmission line from Labdang to  Generating units 4.631 Km. detail survey has done total 23 nos of Tower identified among which 6 nos of Towers are in forest land and 17 nos of Tower in Revenue land 10x10 meter land to be acquired for construction of tower. Further 4.631km x 18M corridor   for transmission line ie 9 meter from centre line to be considered. Overall cost of the Project line 61 Lacs per km ie 2.75 Cr  for evacuation of entire energy Generated. Three alternatives have been explored and one covering minimum tree is finally selected, keeping in view other factor such as cost. Effectiveness, ecological disturbances and stability of strata to market best use of eater available for the power generation.;",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=118027809,0.0
114957858,New,FP/SK/OTHERS/514965/2024,2024-12-17T07:31:32.735+00:00,,"Pending at IGF - MoEFCC, HQ",2.4281,500.0,Health & Family Welfare Department,,Forest clearance form,,,,"Diversion of forest land for construction of Common Biomedical Waste Treatment Facility at Payong, Melli, Namchi District by Health & Family Welfare Deptt. GoS",SIKKIM,Namchi,Paiyong (Kerabari),,,00,Non - Linear,0.0,2.4281,2.4281,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-16T18:30:00.000+00:00,,Degraded Forest Land,true,"Secretariate Tashilling, Gangtok, Sikkim",Gangtok,11,State Government (Department/Autonomous body),Additional Director ,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114953883&refType=caf&uuid=de9f11b9-6d17-443c-b524-856c3d6d6f8d&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=114953883&refType=FC&uuid=88b956b0-3d49-453a-93af-587e0e009257&version=1.0,00,South District,1000.0,0,"The Forest land is required for construction of Common Biomedical Waste Treatment Facility (CBWTF). The State does not have common facility for treatment and disposal of Bio-medical Waste generated by the Health Care Facilities. As on standing Hon’ble National Green Tribunal order, CBWTF is to be established within certain timeframe. The Bio-Medical Waste generated by the Health Care Facilities of the State are infectious waste, the CBWTF cannot be constructed in a place where there are inhabitants so private land meeting the criteria for CBWTF is not available in the State. The Forest land identified at Payong, Melli under Namchi District does not have inhabitants within the surrounding area and is centrally located and accessible from all the Districts. Hence, the land indentified is suitable for construction of Common Biomedical Waste Treatment Facility (CBWTF) in the State.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114957858,0.0
114777920,New,WL/SK/DEF/514612/2024,2024-12-14T06:03:45.505+00:00,,,20.422,3516567427.54,Ministry of Defense,,Wildlife clearance form,,,,CONSTRUCTION / IMPROVEMENT OF ROAD RISHI – RONGLI – KUPUP FROM KM 53.00 TO KM 70.00 FROM CL - 9 TO NHDL SPECIFICATION UNDER 130 RCC / 764 BRTF OF PROJECT SWASTIK IN EAST SIKKIM,SIKKIM,Gangtok,Gnathang,,,,Linear,0.0,20.422,20.422,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-14T08:05:52.759+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114775424&refType=caf&uuid=f376d8a1-18ce-4932-91a6-7989220b0846&version=1.0,,East District,8955.0,261315,CONSTRUCTION / IMPROVEMENT OF ROAD RISHI – RONGLI – KUPUP FROM KM 53.00 TO KM 70.00 FROM CL - 9 TO NHDL SPECIFICATION UNDER 130 RCC / 764 BRTF OF PROJECT SWASTIK IN EAST SIKKIM,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114777920,157000.0
114545229,New,WL/SK/DEF/514287/2024,2024-12-11T14:57:17.504+00:00,,,0.29,0.0,Ministry of Defense,,Wildlife clearance form,,,,OPERATION OF DEPARTMENTAL HOT MIX PLANT 20/30 ΤΡΗ ΑΤ KM 1.50 ON TRI JN BHEEM BASE DOKALA ROAD WITHIN RESERVE LAND OF BRO UNDER 130 RCC/764 BRTF PROJECT SWASTIK IN THE STATE OF SIKKIM.,SIKKIM,Gangtok,Gnathang,,,,Linear,0.0,0.29,0.29,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-12T10:42:32.266+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114491427&refType=caf&uuid=d60aa396-ac34-4c57-878a-935f7a31c143&version=1.0,,East District,4760.0,261315,OPERATION OF DEPARTMENTAL HOT MIX PLANT 20/30 ΤΡΗ ΑΤ KM 1.50 ON TRI JN BHEEM BASE DOKALA ROAD WITHIN RESERVE LAND OF BRO UNDER 130 RCC/764 BRTF PROJECT SWASTIK IN THE STATE OF SIKKIM.,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114545229,100.0
114394880,New,WL/SK/DEF/514100/2024,2024-12-10T08:32:53.278+00:00,,,6.576,4000.0,Ministry of Defense,,Wildlife clearance form,,,,CONSTRUCTION /IMPROVEMENT OF OP TR CHOR II - SARAGRAHI FROM ITS EXISTING CLASSIFICATION TO NHSL SPECIFICATION (PS) FROM KM 8.50 TO 13.80 KM INCLUDING FC/WLC UNDER 130 RCC/764 BRTF PROJECT SWASTIK IN THE STATE OF SIKKIM.,SIKKIM,Gangtok,Gnathang Forest Block,,,,Linear,0.0,6.576,6.576,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-11T05:51:46.697+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114348486&refType=caf&uuid=a97b1ca1-e652-40f6-ae08-d1a26034c479&version=1.0,,East District,25000.0,261319,CONSTRUCTION /IMPROVEMENT OF OP TR CHOR II - SARAGRAHI FROM ITS EXISTING CLASSIFICATION TO NHSL SPECIFICATION (PS) FROM KM 8.50 TO 13.80 KM INCLUDING FC/WLC UNDER 130 RCC/764 BRTF PROJECT SWASTIK IN THE STATE OF SIKKIM.,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114394880,75000.0
114171420,New,FP/SK/PWR_TRANS/513785/2024,2024-12-07T06:51:36.047+00:00,,Pending at MS for Acceptance in PSC-I,17.3068,2653.0,tshering pintso bhutia,,Forest clearance form,,,,"Construction of 132kV D/C Transmission Line from Samardong (Chalamthang) to Railway Station Yard at Khanikhola, Majhitar along with 132kV GIS Bay Extension (Part-I: Construction of 132kV D/C Transmission Line)",SIKKIM,Namchi,Mamring Forest Block,,,229/P,Linear,4.7685,12.5383,17.3068,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-07T09:13:03.106+00:00,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=59020&refId=114171213&refType=fc&uuid=7f4142f7-de2d-496a-ab47-eabece7d2fe1&version=1.0,Degraded Forest Land,true,"Power Department,;Namchi South Sikkim,;Pin-737126",Gangtok,11,Individual,Junior Engineer,,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114165592&refType=caf&uuid=ef76a10a-40fa-4d67-a217-41ad827f61e2&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=114165592&refType=FC&uuid=1dda050b-cbec-490c-b956-cceb036bc5e0&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=114165592&refType=FC&uuid=74422b1f-89a7-4b72-a212-8a49ab4c7763&version=1.0,229/P,South District,6205.0,261202,"The construction of Sevok-Rangpo New Broad Gauge Railway Project by Ministry of Railways, Government of India, is under fast progress with the aim of completing the Project by the end of December 2025.  The IRCON on behalf of Ministry of Railways, is constructing their own sub-station in Khanikhola, Majhitar having a total capacity of 20MVA. In this regard, the DGM, IRCON have submitted a letter to Power Department, Government of Sikkim, regarding requirement of 132kV D/C Power supply to their 132kV sub-station. The requirement of the power supply to the Railway switchyard at Khanikhola can be meet up only by constructing a new 132kV D/C Transmission Line from Samardong (Chalamthang) along with the construction of two numbers of new Gas Insulated Sub-station (GIS) outgoing bays.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114171420,103506.0
113527266,New,WL/SK/SRY/511580/2024,2024-12-02T10:00:41.429+00:00,,,0.0742,1.2732,Power Department,,Wildlife clearance form,,,,"Laying under ground electrical cable from Hatticheray to Mulkharka SSB Camp under Panglokha Wildlife Sanctuary, Pakyong District",SIKKIM,Pakyong,Pakyong Forest Block,,,0,Linear,0.0,0.0742,0.0742,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-02T10:33:04.411+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=113513496&refType=caf&uuid=f0198eac-3a86-4945-9e2d-29db6a38ad42&version=1.0,0,East District,100.0,261355,"Laying under ground electrical cable from Hatticheray to Mulkharka SSB Camp under Panglokha Wildlife Sanctuary, Pakyong District by Power Deparatment, Government of Sikkim",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113527266,0.0
112399778,New,WL/SK/SRY/508065/2024,2024-11-25T11:27:20.539+00:00,,,12.84,4591.78,Ministry of Defense,,Wildlife clearance form,,,,CONSTRUCTION /IMPROVEMENT OF OP TR CHOR II -  SHERATHANG FROM ITS EXISTING CLASSIFICATION TO NHSL SPECIFICATION (PS) FROM KM 8.50 TO 13.80 KM  INCLUDING FC/WLC UNDER 130 RCC/764 BRTF PROJECT SWASTIK IN THE STATE OF SIKKIM.,SIKKIM,Gangtok,Gnathang Forest Block,,,,Linear,0.0,12.84,12.84,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-25T11:31:20.449+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=112391957&refType=caf&uuid=6e3355c7-1ab0-4c5b-a922-8d9f6b5498be&version=1.0,,East District,9052.0,261319,CONSTRUCTION /IMPROVEMENT OF OP TR CHOR II -  SHERATHANG FROM ITS EXISTING CLASSIFICATION TO NHSL SPECIFICATION (PS) FROM KM 8.50 TO 13.80 KM  INCLUDING FC/WLC UNDER 130 RCC/764 BRTF PROJECT SWASTIK IN THE STATE OF SIKKIM.,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=112399778,9052.0
111678751,New,WL/SK/SRY/506213/2024,2024-11-16T14:40:35.896+00:00,,,51.341,300.0,BORDER ROADS ORGANISATION,,Wildlife clearance form,,,,Construction/Improvement Of Road Rishi-Rongli-Kupup From Km 53.00 To Km 70.00 From Cl-9 To Nhdl Specification Under 130 RCC/764 BRTF Of Project Swastika in East Sikkim.,SIKKIM,Rongli,Phadamchen Forest Block,,,,Linear,0.0,51.341,51.341,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-16T14:43:07.211+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=111675830&refType=caf&uuid=95bb534f-ba93-418d-9932-6b44d0e0455c&version=1.0,,East District,44600.0,261373,"The Chief Engineer, Project Swastik, Border Roads Organization (The ""Authority"") is encrusted with the development of Border Roads the State of Sikkim and as part of this endeavor, the Authority has decided to undertake development of the project stretch from km 53.000 to km 70.000 of Rishi - Rongli - Kupup Road NHDL Specification. Under 130RCC, 764 BRTF Area under Project Swastik in the state Sikkim.;The project road under the AOR of 764 BRTF area starts from km 53.000 (Design Chainage 55.440) from Zuluk Village (27°15'2.60""N Latitude & 88°46'34.79""E Longitude) and ends at Km 70.000 Kupup Village (Design chainage 74.575)  (27°16'11.98""N Latitude & 88°47'49.13""E Longitude) length as AOR is 17.00 km and Length as per Topographic survey is 17 km in district East. Overall, the project terrain from Km 53.000 to Km 70.000 (Design Chainage Km 55.440 to Km 74.575) is Steep terrain.;",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=111678751,54750.0
110746715,New,FP/SK/REDIV/503879/2024,2024-11-04T11:18:44.729+00:00,,Pending at UA due to EDS by DFO,0.0033,3.0,RELIANCE JIO INFOCOMM LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,"Proposal for diversion of forest land for laying of ofc cable of KABI-ENB-9005 through forest areas of Mangan forest block, North Sikkim Dist for a total length of 3 Km",SIKKIM,Mangan,Sheyam,,,,Linear,0.0,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-19T18:30:00.000+00:00,,,,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Saltlake Sector V,19,Private Limited,ROW LEAD,Saltlake Sector V,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=58915564&refType=caf&uuid=d92097a6-ce40-4eb7-b8ce-70361d34cc2b&version=1.0,,North  District,24.0,0,"LAYING OF OFC (AREA-0.0013 Ha) FOR PROVIDING (RELIANCE JIO) INTERNET CONNECTIVY from Sayem (Highway) (27.4203 88.5291) to Deythang Area (27.4226 88.5352)  UNDER Mangan (T) RANGE, Mangan Territorial Division, Mangan District.;;Length of the Span: 3000 Mtrs;;TOTAL STEEL POLE WILL BE INSTALL 90 NOs & FOREST LAND REQUIRED (0.6096 M X 0.6096 M X 90 POLE = 33 SQM = 0.0033 HA)",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=110746715,120.0
110745123,New,SIA/SK/INFRA2/503873/2024,2024-11-04T11:06:14.631+00:00,,DELISTED_BY_SYSTEM,4.322,60043.0,"Social Welfare Department, Government of Sikkim",Ind Tech House Consult ,Environment clearance form,TOR,B1,Building / Construction ,"Construction of 300 Bedded District Hospital at Singtam (Topakhani), East Sikkim.",SIKKIM,Gangtok,Gangtok,,,"Topakhani, Singtam,",Non - Linear,4.322,0.0,4.322,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,YES,2024-11-06T13:26:45.564+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=110736356&refType=caf&uuid=6c33a693-9c91-4afc-8a81-cd8739c8a88f&version=1.0,"Topakhani, Singtam,",East District,154445.0,943191,"The Project is Construction of 300 Bedded District Hospital at Singtam (Topakhani), East;Sikkim. The plot area of the project is 43220 sq.m. and built-up area is 42146 sq.m. Main use;of the building is as Hospital building. Construction work of the project is completed and only;finishing work remains.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=110745123,15240.0
110741244,New,FP/SK/REDIV/503865/2024,2024-11-04T10:42:41.630+00:00,,DELISTED_BY_SYSTEM,0.0013,1.0,RELIANCE JIO INFOCOMM LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,"Proposal for diversion of forest land for laying of ofc cable of KABI-ENB-9006 through forest areas of Mangan forest block, North Sikkim Dist for a total length of 1.2 KM",SIKKIM,Mangan,Kabi,,,,Linear,0.0,0.0013,0.0013,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-02-25T18:30:00.000+00:00,,,,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Sector V College More,19,Private Limited,ROW LEAD,Kolkata,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=6306415&refType=caf&uuid=236b3100-368e-4da2-9578-d7376ee47f6a&version=1.5,,North  District,24.0,260972,"As a part of Digital India Initiative, We Jio Digital Fibre Private Limited is planned to connect every corner of India with High Speed Internet Connectivity. To fulfil this aspiration we are planning to lay optical fibre cable in of KABI-ENB-9006 through forest areas of Mangan forest block, North Sikkim Dist for a total length of 1.27 KM. From NSH(Gumpa Phatak) (27.4268 88.61) to Phensang Gumpa Area (27.4221 88.611)  UNDER Phodong (T) RANGE, Mangan Territorial Division, Mangan District.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=110741244,55.0
109739108,New,FP/SK/REDIV/501309/2024,2024-10-16T10:12:04.250+00:00,,Pending at Nodal Officer for Recommendation,0.0059,15.5,RELIANCE JIO INFOCOMM LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,Laying of Optical Fibre Cable from SAJONG (RUMTEK) (27.33171 88.55802) TO SIBIK BRIDGE (REY) (27.31079 88.56836),SIKKIM,Gangtok,Rey,,,,Linear,0.0,0.0059,0.0059,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-15T18:30:00.000+00:00,,,,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Saltlake,19,Private Limited,ROW LEAD,Saltlake,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=56391268&refType=caf&uuid=a754893e-6449-44c6-92f6-8892a64af9fc&version=1.0,,East District,24.0,261298,"Laying OFC cables of SAJONG (RUMTEK) (27.33171 88.55802) TO SIBIK BRIDGE (REY) (27.31079 88.56836) UNDER RANIPOOL (T) RANGE, GANGTOK DISTRICT, EAST GNAGTOK DIVISION. TOTAL LENGTH OF THE ROAD IS 5.5 KM;;TOTAL STEEL POLE WILL BE INSTALL 159 NOs & FOREST LAND REQUIRED (0.6096 M X 0.6096 M X 159 POLE = 59.08633 SQM = 0.0059 HA)",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109739108,270.0
109616592,Amendment,IA/SK/RIV/500977/2024,2024-10-14T11:56:30.502+00:00,2024-11-16T07:27:01.959+00:00,Granted,196.967,5705.55, SIKKIM URJA LIMITED,,Application for Transfer of EC- Form-7,OTHER,A,,Teesta Hydroelectric Project Stage-III (1200 MW),SIKKIM,Mangan,Tingbong,J-12011/26/2006-IA.I,,,Non - Linear,116.679,80.288,196.967,0.0,0.0,0.0,0.0,0.0,9,0,156,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-14T13:19:36.623+00:00,,,,"B2/1A Safdarjung Enclave, Africa avenue",,7,"State PSU (eg. State Forest Corp., TANGEDCO, Mineral development Corp)",ED Incharge and President,,7,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=54778618&refType=caf&uuid=2418dd50-ef5d-4e7c-bc67-ec5bf852a5e1&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=54778618&refType=caf&uuid=ebb4490e-4d12-42ac-b414-f1a2469b39d0&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=105510360&refType=caf&uuid=f416c98e-4527-43f1-bd4b-67c0c098d9a7&version=1.0,,North  District,30.0,260943,"The Teesta Hydroelectric Project (1200 MW) envisages construction of a concrete face rock fill dam of 60 m height across Teesta river at about 400 m downstream of confluence of river Lachen chu and Lachung chu near village Chungthang and the underground power house at 800 m upstream of confluence of the river Teesta and Talung chu near Sanklan, North Sikkim district, Sikkim.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109616592,45.0
