ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Cost Benefit Report PDF,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,KML URLs,Plot Number,District,Employment (Operational),Village Code,Project Description,proposal_url,Employment (Construction)
89495232,New,FP/SK/WATER/490744/2024,2024-08-01T06:24:33.039+00:00,,Pending on UA for Compensatory Levies Payment,0.0887,3183.01,Amit Rai,,Forest clearance form,,,,"Multi Village Water Supply from River Rangit, under JJM for Salghari, Tinik-Chisopani and Poklok-Denchung GPU",SIKKIM,Namchi,Assangthang,,,78/8/2,Linear,0.0,0.0887,0.0887,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-15T18:30:00.000+00:00,,,false,"Block administration Centre, Poklok nandugaon",,11,Individual,Assistant Engineer ,,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=88570783&refType=caf&uuid=bd7fddb0-c631-4279-8a24-88ecd19e9f91&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=88570783&refType=FC&uuid=80769a26-f83c-4e59-92c8-a0595282f642&version=1.2,78/8/2,South District,21900.0,261128,"The project sanctioned from Jal Jeevan Mission funding is a ongoing project. This project has been framed to provide potable water to most of the dry regions situated within salghari GPU, Tinik chisopani GPU, Poklok Denchung GPU and assangthang GPU. These regions do not have any local perennial sources and there is no, other option then to supply water, by using Mechanical pumps, the pumping stations at three stages including the intake pumps The proposal is thus for diversion of forest land the nature of project is linear, most of the land is required for laying of water supply trunk line of 150mm dia. API pipes which falls approximately for 1000m with width of 1.21m. The intake area situated at GPS location 27.1829992 , 88.318551 along the River Rangit, also shall be constructed in the forest premises and would require approximately 225 sqm area. The project is very necessary for the people of the above-mentioned region where there is acute shortage of drinking water supply. ",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=89495232,247977.0
89200293,New,FP/SK/OTHERS/490580/2024,2024-07-31T08:47:16.661+00:00,,DELISTED_BY_SYSTEM,1.34,7267.54,Tourism and Civil Aviation Department,,Forest clearance form,,,,Riverfront Development and Heritage Site at Legship in West Sikkim.,SIKKIM,Gyalshing,Pemayangtse Monastery,,,,Non - Linear,0.0,1.34,1.34,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-07-31T10:33:15.053+00:00,,Degraded Forest Land,true,"Paryatan Bhawan, Metro Point Gangtok",,11,State Government (Department/Autonomous body),Divisional Engineer,,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=89194481&refType=caf&uuid=55e59c58-49b5-43d4-aa9d-5dd4aca97e29&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=89194481&refType=FC&uuid=fc4e8702-082d-4444-93c2-9667332c1fe7&version=1.0,,West District,1860.0,261000,The project is to develop the existing Heritage site at Legship in South Sikkim including riverfront development.,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=89200293,5775.0
88889385,New,FP/SK/REDIV/490390/2024,2024-07-30T08:46:09.202+00:00,2025-08-07T12:32:27.591+00:00,Pending at SS for Diversion Letter,0.4542,161230.0,MADHYA BHARAT POWER CORPORATION LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,Re-diversion of 0.4542 ha forest land due to technical realignment of underground steel lined pressure shaft of Rongnichu Hydro Electric Project by surrendering 1.5158 ha of already diverted forest land by Madhya Bharat Power Co. Ltd,SIKKIM,Pakyong,Pakyong Forest Block,,,SITE RF,Linear,0.0,0.4542,0.4542,0.0,0.4542,0.4542,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,YES,2024-07-31T11:54:54.679+00:00,,,,"1st Floor Vanijya Bhawan, Sai Nagar, Devendra Nagar Road, Raipur",Delhi,22,Private Limited,DIRECTOR,Raipur,22,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=88881076&refType=caf&uuid=801f3f07-b474-4f52-bfda-e90d591a99cc&version=1.0,SITE RF,East District,577550.0,261355,Re-diversion of 0.4542 ha forest land due to technical realignment of underground steel lined pressure shaft as a result of poor Geology not feasible to construct stable anchor blocks for the surface pressure shaft of Rongnichu Hydro Electric Project by surrendering 1.5158 ha of already diverted 1.97 ha forest land by Madhya Bharat Power Co. Ltd;;,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=88889385,67000.0
88041188,New,FP/SK/WATER/489946/2024,2024-07-27T07:39:30.082+00:00,,DELISTED_BY_SYSTEM,0.0019,26.0,Mankind pharma limited,,Forest clearance form,,,,Diversion of 280 meters of land under Khasmahal comprising of 2755sq. ft. and 0.0255ha for the 65mm water pipeline has to be lay down from Pabong Khola to Mankind Pharma Limited Company Namchi District South Sikkim Sikkim for the use of Industrial and Domestic purpose as per guidelines issued by the Honorable High Court of SIKKIM,SIKKIM,Gangtok,Namgeythang,,,,Linear,0.0,0.0019,0.0019,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-17T08:01:13.790+00:00,,,false,"Khatiyan No 05, Daring Block, Bermiok Elaka, NH-10,;Amaley South Sikkim",Amaley,11,Private Limited,Assistant General Manager,Amaley,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=77493860&refType=caf&uuid=a84bbfc3-4824-436b-aa22-be643add1fa4&version=1.3;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=77493860&refType=FC&uuid=8cdda8a5-c4ef-4ba6-8cb1-4a8d1ac50e2f&version=1.0,,East District,3650.0,261274,For installation of 65mm water pipeline for withdrawal of surface water from Pabong Khola to Company,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=88041188,66.0
88039480,New,FP/SK/WATER/489940/2024,2024-07-27T07:20:03.402+00:00,,"Pending at Nodal Officer due to EDS by State Secretary;",0.0019,26.0,Mankind pharma limited,,Forest clearance form,,,,Diversion of 280 meters of land under Khasmahal comprising of 2755sq. ft. and 0.0255ha for the 65mm water pipeline has to be lay down from Pabong Khola to Mankind Pharma Limited Company Namchi District South Sikkim Sikkim for the use of Industrial and Domestic purpose as per guidelines issued by the Honorable High Court of SIKKIM,SIKKIM,Namchi,Barnyak,,,,Linear,0.0,0.0019,0.0019,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-11-13T18:30:00.000+00:00,,Degraded Forest Land,true,"Khatiyan No 05, Daring Block, Bermiok Elaka, NH-10,;Amaley South Sikkim",Amaley,11,Private Limited,Assistant General Manager,Amaley,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=77493860&refType=caf&uuid=a84bbfc3-4824-436b-aa22-be643add1fa4&version=1.3;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=77493860&refType=FC&uuid=5ea62ae4-907c-44fd-bd15-9f6e0db81381&version=1.0,,South District,3650.0,261176,For installation of 65mm water pipeline for withdrawal of surface water from Pabong Khola to Company,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=88039480,66.0
87429498,New,WL/SK/SRY/489622/2024,2024-07-25T07:48:49.442+00:00,,,0.99,17000000.0,69TH BN SSB RHENOCK,,Wildlife clearance form,,,,Diversion of 0.99 Hectare forest land for establishment of Border Out Post at Pangola under Pangolakha Wild life survey North range in r/o 69 Bn SSB Pakyong (Sikkim),SIKKIM,Gangtok,NA,,,,Non - Linear,0.0,0.99,0.99,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,sufficient,NO,NO,NO,2024-07-25T08:00:18.298+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=80670790&refType=caf&uuid=134c14e5-3d81-4acb-934e-6b5d61195535&version=1.0,,Gangtok,45.0,0,Establishment of BOP Pangola under 69 Bn SSB Pakyong,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=87429498,30.0
79180216,New,FP/SK/OTHERS/484235/2024,2024-06-27T07:44:01.805+00:00,,Pending at DFO due to EDS by Nodal Officer,56.67,0.0,"RURAL DEVELOPMENT DEPARTMENT, GOVT OF SIKKIM",,Forest clearance form,,,,"Diversion of 63.73 Ha of forest land for regularization (8.0 ha in Gangtok District, 39.84 ha in Namchi District and 15.89 ha in Pakyong District) pre- 1980 settlements in Forest Land-Conversion of Forest Village into Revenue Village in the State of Sikkim by RDD, GoS ",SIKKIM,Pakyong,Pakyong Forest Block,,,15.89,Non - Linear,0.0,56.67,56.67,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-07-17T18:30:00.000+00:00,,Degraded Forest Land,true,"Rural Development Department;Tashiling,Secreteriate ",Gangtok,11,State Government (Department/Autonomous body),Pr Secretary,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=79173549&refType=caf&uuid=20c4b006-4477-4155-82e4-486013a9ff00&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=79173549&refType=FC&uuid=918c78f0-aea6-4fce-9294-2a097788fe6a&version=1.2;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=79173549&refType=FC&uuid=20af49eb-e5a2-4cf3-91a8-dfc789ea4624&version=1.1;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=79173549&refType=FC&uuid=ae6bdc99-dc7e-4e3a-91af-86d556315598&version=1.1,15.89,East District,0.0,261355,"Rural Development Department, Govt. of Sikkim, Near Secretariate, Tashiling, Gangtok ",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=79180216,0.0
75640902,New,FP/SK/REDIV/480471/2024,2024-06-11T07:55:02.335+00:00,,Pending at UA due to EDS by Nodal Officer,1.52,38.0,RELIANCE JIO INFOCOMM LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,LAYING OFC FROM BAIGUNEY TO KALUK PASSING THROGH SISNEY RESERVE FOREST AREA OF SORENG DIVISION FOR A TOTAL LENGTH OF 38.0 KM   (TOTAL LENGTH OF PROPOSED ROUTE – 38000 X 0.40 = 1.52 Hectare),SIKKIM,Soreng,Takuthang,,,,Linear,0.0,1.52,1.52,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-14T18:30:00.000+00:00,,,,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",KOLKATA,19,Private Limited,ROW LEAD,KOLKATA,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=32848395&refType=caf&uuid=4d4213e3-8b9a-4a82-bcd6-73612b8ccc06&version=1.0,,West District,100.0,0,LAYING OFC FROM BAIGUNEY TO KALUK PASSING THROGH SISNEY RESERVE FOREST AREA OF SORENG DIVISION FOR A TOTAL LENGTH OF 38.0 KM;; (TOTAL LENGTH OF PROPOSED ROUTE – 38000 X 0.40 = 1.52 Hectare);,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=75640902,460.0
72114217,New,FP/SK/CommPost/477114/2024,2024-05-29T11:21:11.681+00:00,2025-07-29T04:16:14.728+00:00,Pending at State Government for Diversion Letter,0.09,400.0,SUBSIDIARY INTELLIGENCE BUREAU GANGTOK,,Forest clearance form,,,,Diversion process of Forest Land measuring 0.09 Ha for the construction of Office cum Residential Complex at Chujachen gorucharan under Rongli (T) Range.,SIKKIM,Rongli,Chujachen,,,plot No.547,Linear,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-05-28T18:30:00.000+00:00,,Degraded Forest Land,true,"SIB Office Baluwakhani, Gangtok ",Gangtok,11,Central Government (Department/Autonomous body),Joint Deputy Director,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=72111922&refType=caf&uuid=b2f9d565-a1ec-49f4-bc43-5ceff5749ed1&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=72111922&refType=FC&uuid=303a896e-9074-4d6a-be58-5965d675e524&version=1.0,plot No.547,East District,500.0,261367,Construction of Office cum Residential Complex of Subsidiary Intelligence Bureau (SIB) at Chjachen Gorucharan under Rongli (T) Range.,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=72114217,500.0
72057279,New,FP/SK/CommPost/476951/2024,2024-05-29T06:49:19.179+00:00,2025-07-29T04:09:08.589+00:00,Pending at State Government for Diversion Letter,0.075,400.0,SUBSIDIARY INTELLIGENCE BUREAU GANGTOK,,Forest clearance form,,,,Rumtek diversion process,SIKKIM,Gangtok,Martam,,,,Linear,0.0,0.075,0.075,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-20T18:30:00.000+00:00,,Degraded Forest Land,true,"SIB Office Baluwakhani, Gangtok ",Gangtok,11,Central Government (Department/Autonomous body),Joint Deputy Director,Gangtok,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=53998311&refType=caf&uuid=4707939f-0253-4436-8999-920b0d85305c&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=53998311&refType=FC&uuid=a810911c-4023-4f69-b84a-c408da47d04f&version=1.3,,East District,500.0,261279,"Diversion of  forest land measuring 0.0750 Hectares for the construction of Border Intelligence post (BIP) at Rumtek, Chinzey revenue Block, East Sikkim, under ranipool (T) Range.;",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=72057279,500.0
71681227,New,FP/SK/REDIV/476692/2024,2024-05-28T10:15:08.916+00:00,,DELISTED_BY_SYSTEM,0.0022,30.0,RELIANCE JIO INFOCOMM LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,"LAYING OF OFC from Tintek Road to Tumin PWD Road to Upper Kambal PMGSY Road UNDER Gangtok(T) RANGE, Gangtok Territorial Division, Gangtok District.",SIKKIM,Gangtok,Tumen,,,00,Linear,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-28T18:30:00.000+00:00,,,,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Tumin,11,Private Limited,ROW LEAD,Tumin,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=71678080&refType=caf&uuid=a76152d1-dd8b-43bd-8b88-ab459ab992e5&version=1.0,00,East District,1020.0,0,"LAYING OF OFC from Tintek Road to Tumin PWD Road to Upper Kambal PMGSY Road UNDER Gangtok(T) RANGE, Gangtok Territorial Division, Gangtok District.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=71681227,1020.0
67774662,New,SIA/SK/INFRA2/472756/2024,2024-05-13T13:06:28.603+00:00,2024-08-19T10:00:37.381+00:00,EC Granted,2.0,15.99,UDD GOVT OF SIKKIM,,Environment clearance form,EC,B1,,"Regional sanitary landfill facility at Mangan, North Sikkim",SIKKIM,Mangan,Kazor,,214(I)E&SC/SEIAA/SEAC,78A/10,Non - Linear,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,NO,Not applicable as project or activity is site specific,NO,NO,NO,2024-05-14T08:21:08.079+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=29993241&refType=caf&uuid=25a46658-c1a9-4e46-b282-f2be1b3bb84a&version=1.0,78A/10,North  District,18907.0,260938,"this project entails setting up of a Solid Waste Treatment Plant comprising processing facilities and regional sanitary landfill. The proposed project is planned in accordance with the solid waste management rules(SWM), 2016 and it consist of waste collection, segregation, waste processing and a sanitary landfill with leachate facility, this will help to generate employment.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67774662,17860.0
67763084,New,WL/SK/ROAD/472734/2024,2024-05-13T11:29:14.069+00:00,,,38.1435,38480.5,Ministry of Defense,,Wildlife clearance form,,,,WIDENING OF EXISTING ROAD (NH 310A) TO NHDL SPECIFICATION WITH PAVED SHOULDER FROM SHINGBA RHODODENDRON WILDLIFE SANCTUARY TO YUMTHANG IN THE STATE OF SIKKIM UNDER PROJECT SWASTIK OF BRO,SIKKIM,Chungthang,Lachung,,,PA,Linear,0.0,38.1435,38.1435,0.0,0.0,0.0,0.0,0.0,0,0,0,YES,,NO,NO,NO,2024-05-13T12:56:16.490+00:00,,,,,,,,,,,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=67752187&refType=caf&uuid=c343d87a-a35f-46ae-904e-e0f0fa63b4f5&version=1.0,PA,North District,0.0,260926,"It is a widening project of existing road passing through the Shingba Wildlife Sanctuary with minimum effect to the Forest land and Wildlife in comparison to the other alternative stidied. Out of total 21.062 km , 16.333 km is inside the Wildlife Sanctuary.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=67763084,204467.0
62449465,New,FP/SK/OFC/470225/2024,2024-04-22T09:52:34.620+00:00,,DELISTED_BY_SYSTEM,0.0022,30.0,RELIANCE JIO INFOCOMM LIMITED,,Forest clearance form,,,,"LAYING OF OFC from Tintek Road to Tumin PWD Road to Upper Kambal PMGSY Road UNDER Gangtok(T) RANGE, Gangtok Territorial Division, Gangtok District.",SIKKIM,Gangtok,Kambal,,,,Linear,0.0,0.0022,0.0022,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-04-22T10:20:53.017+00:00,,Degraded Forest Land,true,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",KOLKATA,19,Private Limited,ROW LEAD,KOLKATA,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=62448689&refType=caf&uuid=c16d3d7f-bb10-44e2-a15c-c82c131c8035&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=62448689&refType=FC&uuid=86e0c174-98d4-4e22-9ac4-fc3bc0c35788&version=1.3,,East District,1020.0,261255,"LAYING OF OFC (AREA-0.0022 Ha) FOR PROVIDING (RELIANCE JIO/GAOK 9103) INTERNET CONNECTIVY from Tintek Road (27.36183, 88.50019) to Tumin PWD Road to Upper Kambal PMGSY Road (27.36777, 88.50619)  UNDER Gangtok(T) RANGE, Gangtok Territorial Division, Gangtok District.;Length of the Span: 1800 Mtrs;;TOTAL STEEL POLE WILL BE INSTALL 59 NOs & FOREST LAND REQUIRED ( 0.6096 M X 0.6096 M X 59 POLE = 21.92 or say 22 SQM = 0.0022 HA)",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=62449465,1020.0
59679397,New,FP/SK/REDIV/468713/2024,2024-04-08T09:00:22.757+00:00,,DELISTED_BY_SYSTEM,0.544,5.0,RELIANCE JIO INFOCOMM LIMITED,,Form-E: Re-Diversion i) Land Use Change ii) Laying of Overhead/ Under Ground OFC/ drinking water pipeline/ slurry pipeline/ electric cable/ CNG/PNG within RoW,,,,"Proposal for diversion of 0.544 ha of forest land for laying of ofc cable of ZOOM 2 connecting through forest areas of Ravang reserve forest block, West Sikkim dist for a total length of 11 km",SIKKIM,Soreng,Nayabazar Forest Block,,,0,Linear,0.0,0.544,0.544,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-04-08T09:20:07.581+00:00,,,,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Soreng,11,Private Limited,ROW LEAD,Soreng,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=59678115&refType=caf&uuid=13044c40-f4e2-44bd-b05b-044cbd0402c2&version=1.0,0,West District,24.0,261104,"As a part of Digital India Initiative, We Jio Digital Fibre Private Limited is planned to connect every corner of India with High Speed Internet Connectivity. To fulfil this aspiration we are planning to lay optical fibre cable ZOOM 2 CONNECTING FROM NAYABAZAR TO GELLING (GYANDIL DHAM) OF FOREST AREA OF SORENG DIVISION FOR A TOTAL LENGTH OF 13.6 KM TOTAL LENGTH OF PROPOSED ROUTE – 13600 X 0.40 = 0.544 Hectare",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=59679397,10.0
58916781,New,FP/SK/OFC/468498/2024,2024-04-05T10:30:56.310+00:00,,DELISTED_BY_SYSTEM,0.0033,3.0,RELIANCE JIO INFOCOMM LIMITED,,Forest clearance form,,,,"Proposal for diversion of forest land for laying of ofc cable of KABI-ENB-9005 through forest areas of Mangan forest block, North Sikkim Dist for a total length of 3 Km",SIKKIM,Mangan,Sheyam,,,,Linear,0.0,0.0033,0.0033,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-04-05T10:42:09.549+00:00,,Degraded Forest Land,true,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Saltlake Sector V,19,Private Limited,ROW LEAD,Saltlake Sector V,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=58915564&refType=caf&uuid=d92097a6-ce40-4eb7-b8ce-70361d34cc2b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=58915564&refType=FC&uuid=5e2311a1-8602-4c28-a7b2-c483e327e469&version=1.0,,North  District,24.0,0,"LAYING OF OFC (AREA-0.0013 Ha) FOR PROVIDING (RELIANCE JIO) INTERNET CONNECTIVY from Sayem (Highway) (27.4203 88.5291) to Deythang Area (27.4226 88.5352)  UNDER Mangan (T) RANGE, Mangan Territorial Division, Mangan District.;;Length of the Span: 3000 Mtrs;;TOTAL STEEL POLE WILL BE INSTALL 90 NOs & FOREST LAND REQUIRED (0.6096 M X 0.6096 M X 90 POLE = 33 SQM = 0.0033 HA)",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=58916781,120.0
56649814,New,FP/SK/OFC/467520/2024,2024-03-28T06:57:12.996+00:00,,DELISTED_BY_SYSTEM,0.0007,1.0,RELIANCE JIO INFOCOMM LIMITED,,Forest clearance form,,,,Proposal for OFC laying work from New Alternative Highway to Glenmark Company,SIKKIM,Gangtok,Ranipool Forest Block,,,,Linear,0.0,0.0007,0.0007,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-28T07:13:47.439+00:00,,Degraded Forest Land,true,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Saltlake,19,Private Limited,ROW LEAD,SALTLAKE,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=56648926&refType=caf&uuid=10452110-1b68-4e16-8baf-a9c2a6567349&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=56648926&refType=FC&uuid=6cf164eb-db32-4441-b54e-a7fe4c603013&version=1.0,,East District,24.0,261322,"LAYING OF OFC (AREA-0.0007 HA) FOR PROVIDING (RELIANCE JIO) INTERNET CONNECTIVY FROM New Alternative Highway (27.2828 88.589) to Glenmark Company (27.2852 88.5901) UNDER RANIPOOL (T) RANGE, GANGTOK DISTRICT, EAST GNAGTOK DIVISION;TOTAL STEEL POLE WILL BE INSTALL 20 NOs & FOREST LAND REQUIRED (0.6096 M X 0.6096 M X 20 POLE = 7.43 SQM = 0.0007 HA);",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=56649814,120.0
56393769,New,FP/SK/OFC/467403/2024,2024-03-27T07:12:15.039+00:00,,DELISTED_BY_SYSTEM,0.0059,15.5,RELIANCE JIO INFOCOMM LIMITED,,Forest clearance form,,,,Laying of Optical Fibre Cable from SAJONG (RUMTEK) (27.33171 88.55802) TO SIBIK BRIDGE (REY) (27.31079 88.56836),SIKKIM,Gangtok,Rey,,,,Linear,0.0,0.0059,0.0059,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-27T07:28:05.141+00:00,,Degraded Forest Land,true,"3B, 4TH FLOOR, ECOSPACE, RAJARHAT NEWTOWN, KOLKATA",Saltlake,19,Private Limited,ROW LEAD,Saltlake,19,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=56391268&refType=caf&uuid=a754893e-6449-44c6-92f6-8892a64af9fc&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=56391268&refType=FC&uuid=3706eaa3-b737-46fc-931e-18a4739979bd&version=1.0,,East District,24.0,261298,"Laying OFC cables of SAJONG (RUMTEK) (27.33171 88.55802) TO SIBIK BRIDGE (REY) (27.31079 88.56836) UNDER RANIPOOL (T) RANGE, GANGTOK DISTRICT, EAST GNAGTOK DIVISION. TOTAL LENGTH OF THE ROAD IS 5.5 KM;;TOTAL STEEL POLE WILL BE INSTALL 159 NOs & FOREST LAND REQUIRED (0.6096 M X 0.6096 M X 159 POLE = 59.08633 SQM = 0.0059 HA)",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=56393769,270.0
54058497,New,FP/SK/ROAD/466189/2024,2024-03-16T07:37:40.793+00:00,,REJECTED,3.058,1500.0,Land Revenue & Disaster Management Department,,Forest clearance form,,,,"Diversion of 3.058 Ha of forest land for rehabilitation site for flashflood or GLOF victims of 14 Toong Naga GPU at Thulo Bojoghari, Naga RF, Mangan District by DC Mangan GoS.",SIKKIM,Mangan,Naga Forest Block,,,0,Linear,0.0,3.058,3.058,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-03-15T18:30:00.000+00:00,,Degraded Forest Land,true,"Land Revenue & Disaster Management Department, DC office Mangan",Mangan,11,State Government (Department/Autonomous body),Deputy Director,Toong Naga Mangan ,11,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=54056828&refType=caf&uuid=8e5b3475-2c91-4e82-90d8-a01e0df3387b&version=1.0;https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=58989&refId=54056828&refType=FC&uuid=66abb345-70e6-4268-8f76-70084ad7529b&version=1.0,0,North  District,0.0,260976,"Rehabilitation site for flashflood or GLOF victims of 14 Toong Naga GPU at Thulo Bojoghari, Naga RF, Mangan District by DC Mangan GoS.",https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=54058497,0.0
