ID,Proposal Type,Proposal Number,Application Date,Grant Date,Last Visible Status,Project Land Requirement (Hectares),Total Cost (Lakhs),Organization Name,EC Consultant,Description,Category,Project Category (Code),Project Category,Project Name,State,Sub District,Village,MoEFCC File,State File,Plot Nos,Shape of Project,Existing Non-Forest Land,Existing Forest Land,Existing Total Land,Additional Non-Forest Land,Additional Forest Land,Additional Total Land,Existing Cost,Expansion Cost,Villages Affected,Project Displaced Families,Project Affected Families,Alternative Site Examined,Alternative Site Description,Government Restriction,Litigation Pending,Violation Involved,Last Submission Date,Compensatory Afforestation Type,Is Applicable Compensatory Afforestation,Organization Street,Organization City,Organization State,Organization Legal Status,Applicant Designation,Applicant City,Applicant State,Village Code,Project Description,District,proposal_url,Employment (Construction),KML URLs,Plot Number,Employment (Operational)
115200368,New,SIA/LA/MIN/515291/2024,2024-12-19T09:36:40.126+00:00,,Proposal pulled back (withdrawn),0.5674,13.17,MOHAMMAD HAIDARY,,Application for EC for Mining of Minor Minerals of Mine Lease (0-5 HA) - Form-2 ,EC,B2,,"Minor Mineral Block Nallah Boulder Mining Project an area of 0.5674 ha at Village-Skilmarchey Khachan, Tehsil – Sankoo District – Kargil, Ladakh (U.T) in favor of Mr. Haji Mohd Hassan Haidary S/O Mr. Haji Ghulam Hussain",LADAKH,Sanku,Farona,,,,Non - Linear,0.5674,0.0,0.5674,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-19T10:39:22.096+00:00,,,"Groung, Baroo, Baroo, Kargil, Jammu Kashmir-194105 ",,37,Individual,lessee,,37,001034,"Minor Mineral Block Nallah Boulder Mining Project an area of 0.5674 ha at Village-Skilmarchey Khachan, Tehsil – Sankoo District – Kargil, Ladakh (U.T) in favor of Mr. Haji Mohd Hassan Haidary S/O Mr. Haji Ghulam Hussain",Kargil,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=115200368,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=115199647&refType=caf&uuid=f17acca1-fb30-4d00-bb18-67b0a54f9e0c&version=1.0,,6400.0
114956549,New,SIA/LA/MIN/514961/2024,2024-12-17T07:24:01.041+00:00,,Proposal pulled back (withdrawn),0.75,11.1,MOHAMMAD HAIDARY,,Application for EC for Mining of Minor Minerals of Mine Lease (0-5 HA) - Form-2 ,EC,B2,,"Minor Mineral Block Rock Debris Mining Project area of 0.75 ha at Village- Ashana Lanchi, Tehsil – Trespa, District – Kargil, Ladakh (U.T) in favor of Mr. Haji Mohd Hassan Haidary S/O Mr. Haji Ghulam Hussain",LADAKH,Sanku,Batambis,,,,Non - Linear,0.75,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-19T09:02:37.678+00:00,,,"Groung, Baroo, Baroo, Kargil, Jammu Kashmir-194105 ",,37,Individual,lessee,,37,001014,"Minor Mineral Block Rock Debris Mining Project area of 0.75 ha at Village- Ashana Lanchi, Tehsil – Trespa, District – Kargil, Ladakh (U.T) in favor of Mr. Haji Mohd Hassan Haidary S/O Mr. Haji Ghulam Hussain",Kargil,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=114956549,0.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=114858963&refType=caf&uuid=bda65b28-cd9a-4c87-9a70-27857bed6b7b&version=1.0,,6400.0
113990156,Expansion,WL/LA/ROAD/513415/2024,2024-12-05T09:52:14.903+00:00,,,4.62,1411.74,SUPERINTENDING ENGINEER PMGSY CIRCLE LADAKH,,Wildlife clearance form,,,,MRL05 - Udmaroo to Hundri,LADAKH,Nubra,Hundri,,,,Linear,0.0,4.62,4.62,0.0,0.0,0.0,1411.74,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-17T06:48:51.190+00:00,,,,,,,,,,000920,"The project MRL05 -Udmaroo to Hundri is sanctioned under PMGSY III vide order no: P - 17024/30(01)/2021-RC(FMS-377948), Dated: 21.03.2023.Entire stretch of this road passes through wildlife sanctuary area. this road takes off from Udmaroo village to Hundri village via Shukur village in Deskit Block. The road is beneficial for tourist as well as pligrims heading towards Sham-E- Gomboo (Religious PLace) moreover it is expected to provide significant benefits to the local community, including improved access to healthcare, education, and markets. it is also expected to boost economic development in the area by facilitating the movement of goods and services.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113990156,7325.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=113988733&refType=caf&uuid=2f6e0c65-69d5-408d-8703-ccf92dd52759&version=1.0,,1830.0
113984245,Expansion,WL/LA/ROAD/513395/2024,2024-12-05T09:24:24.706+00:00,,,9.6,1747.62,SUPERINTENDING ENGINEER PMGSY CIRCLE LADAKH,,Wildlife clearance form,,,,MRL04 - T04 to Hunder Dok,LADAKH,Nubra,Hundar,,,,Linear,0.0,9.6,9.6,0.0,0.0,0.0,1747.62,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-17T06:44:34.419+00:00,,,,,,,,,,000928,"The project MRL04 -T04 to Hunder Dok is sanctioned under PMGSY III vide order no: P - 17024/30(01)/2021-RC(FMS-377948), Dated: 21.03.2023.Entire stretch of this road passes through wildlife sanctuary area. this road takes off from BRO Road Hunder to Hunder Dok village in Deskit Block. The road is expected to provide significant benefits to the local community, including improved access to healthcare, education, and markets. it is also expected to boost economic development in the area by facilitating the movement of goods and services.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113984245,8240.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=113982263&refType=caf&uuid=027cce4e-ad43-4375-9f62-12de5d9233ac&version=1.0,,2745.0
113977398,Expansion,WL/LA/ROAD/513374/2024,2024-12-05T08:43:57.812+00:00,,,4.92,1090.88,SUPERINTENDING ENGINEER PMGSY CIRCLE LADAKH,,Wildlife clearance form,,,,	MRL06 - Tsati to Rongdo,LADAKH,Nubra,Khalsar,,,,Linear,0.0,4.92,4.92,0.0,0.0,0.0,1090.88,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-17T06:51:51.207+00:00,,,,,,,,,,000934,"The project MRL06 - Tsati to Rongdo is sanctioned under PMGSY III vide order no: P - 17024/30(01)/2021-RC(FMS-377948), Dated: 21.03.2023.Entire stretch of this road passes through wildlife sanctuary area. this road takes off from Tsati village to Rongdo village in diskit block. The road is expected to provide significant benefits to the local community, including improved access to healthcare, education, and markets. it is also expected to boost economic development in the area by facilitating the movement of goods and services",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113977398,7325.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=113973260&refType=caf&uuid=8f4dfddd-dce8-48eb-bca9-1824f519f854&version=1.0,,7325.0
113952897,Expansion,WL/LA/ROAD/513324/2024,2024-12-05T06:38:35.557+00:00,,,0.6,554.21,SUPERINTENDING ENGINEER PMGSY CIRCLE LADAKH,,Wildlife clearance form,,,,	MRL01 - Tsokstot to Tsaking Via Lamdon School Disket,LADAKH,Nubra,Lakjung,,,,Linear,0.0,0.6,0.6,0.0,0.0,0.0,554.21,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-12-17T06:55:52.688+00:00,,,,,,,,,,000933,"The project MRL01 - Tsokstok to Tsaking via lamdon school Diskit is sanctioned under PMGSY III. Entire stretch of this road passes through wildlife sanctuary area. this road takes off from main road at Tsokstot to Tsaking diskit. This road also connects the industrial area as well as to degree college. Moreover, the road is expected to provide significant benefits to the local community, including improved access to healthcare, education, and markets. it is also expected to boost economic development in the area by facilitating the movement of goods and services.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=113952897,7330.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=113944174&refType=caf&uuid=6a79a0ec-8fdd-469c-b3e6-a8bc6b7428c2&version=1.0,,1830.0
110685022,New,WL/LA/DEF/503728/2024,2024-11-02T12:01:11.967+00:00,,,4.0,499.0,Ministry of Defense,,Wildlife clearance form,,,,CONSTRUCTION OF TEMPORARY LIVING ACCOMODATIONS WITH PREFAB SHELTERS INCLUDING LAND ACQUISITION FOR ESTABLISHMENT OF HQ 93 RCC ALONGWITH ITS ALLIED PLATOONS AT HANLE UNDER 753 BRTF UNDER PROJECT HIMANK IN LADAKH UNION TERRITORY.,LADAKH,Leh,Koyul,,,,Non - Linear,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2025-04-16T05:35:12.869+00:00,,,,,,,,,,000904,CONSTRUCTION OF TEMPORARY LIVING ACCOMODATIONS WITH PREFAB SHELTERS INCLUDING LAND ACQUISITION FOR ESTABLISHMENT OF HQ 93 RCC ALONGWITH ITS ALLIED PLATOONS AT HANLE UNDER 755 BRTF UNDER PROJECT HIMANK IN LADAKH UNION TERRITORY.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=110685022,52000.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=109889362&refType=caf&uuid=40d83b2d-0e08-4d5c-8a41-41736c3296ef&version=1.0,,1850000.0
109574657,New,WL/LA/SRY/500862/2024,2024-10-14T05:40:32.459+00:00,,,12.1,11920.57,Ministry of Defense,,Wildlife clearance form,,,,FORMATION AMMUNITION STORAGE FACILITY (FASF) AT HANLE,LADAKH,Leh,Koyul,,,,Non - Linear,0.0,12.1,12.1,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-14T05:53:59.436+00:00,,,,,,,,,,000904,"THE DIVERSION OF LAND IS REQUIRED FOR CONSTRUCTION OF FORMATION AMMUNITION STORAGE FACILITY (FASF) AT HANLE. UNITS OF INDIAN ARMY REQUIRE STORAGE OF AMMUNITION DURING ACTIVE OPERATION. THE CONSTRUCTION OF FORMATION AMMUNITION STORAGE FACILITY IN HANLE IS ESSENTIAL TO FACILITATE ADEQUATE STORAGE, SUPERVISION AND SMOOTH DRAWL OF AMMUNITION RESULTING IN QUICK OPERATIONAL DEPLOYMENT OF THE UNITS.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=109574657,920.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=109572507&refType=caf&uuid=6f4192da-88ab-42a3-8afb-87fe9782feea&version=1.0,,7300.0
108762920,New,WL/LA/DEF/499998/2024,2024-10-06T15:50:10.112+00:00,,,15.3,450.0,Ministry of Defense,,Wildlife clearance form,,,,DIHAR AT SKAMPUK,LADAKH,Nubra,Skanpuk,,,766 and 755,Non - Linear,0.0,15.3,15.3,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-06T16:09:55.495+00:00,,,,,,,,,,000925,Approx 15.3 Hectares of land for housing personnel and research facilities of DIHAR. This is an important requirement for deployment of DIHAR for research and high altitude testing.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108762920,21900.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=108762661&refType=caf&uuid=1a9d14b8-da8b-4d7a-bc61-6fc7090c810d&version=1.0,766 and 755,21900.0
108492216,New,WL/LA/DEF/499893/2024,2024-10-05T10:19:33.514+00:00,,,0.65,1391.83,Ministry of Defense,,Wildlife clearance form,,,,INFANTRY BATTALION AT THANG B,LADAKH,Nubra,Taksi,,,310/301,Non - Linear,0.0,0.65,0.65,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-05T10:31:43.702+00:00,,,,,,,,,,000912,Approx 0.65 Hectares of land for housing troops of an Infantry Battalion. An important requirement for deployment of an Infantry Battalion for guarding our national frontiers from external aggression.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108492216,21900.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=108491419&refType=caf&uuid=7e328295-7a27-451d-87db-61545b90a1d8&version=1.0,310/301,20075.0
108489366,New,WL/LA/DEF/499886/2024,2024-10-05T09:50:59.565+00:00,,,33.4,1441.58,Ministry of Defense,,Wildlife clearance form,,,,ARTILLERY REGIMENT ROCKFALL AND FIELD HOSPITAL AT BOGDANG,LADAKH,Nubra,Bogdang,,,1392,Non - Linear,0.0,33.4,33.4,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-05T10:02:05.772+00:00,,,,,,,,,,000915,Approx 33.4 Hectares of land for housing troops of an Artillery Regiment and Field Hospital. This is an important requirement for deployment of Artillery Regiment for safeguarding national frontiers & Field Hospital for providing emergency medical care.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108489366,80300.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=108488662&refType=caf&uuid=c8adbd1c-454a-4ca2-975b-a9ceaea55263&version=1.0,1392,76650.0
108209152,New,WL/LA/DEF/499792/2024,2024-10-04T16:42:23.789+00:00,,,4.6,522.44,Ministry of Defense,,Wildlife clearance form,,,,ENGINEER REGIMENT AT SKAMPUK,LADAKH,Nubra,Skanpuk,,,757,Non - Linear,0.0,4.6,4.6,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-04T16:53:16.915+00:00,,,,,,,,,,000925,"Approx 4.6 Hectares for housing troops of an Engineer Regiment. An important requirement for deployment of an Engineer Regiment for construction of shelters, bridges, maintenance of roads and airfields for troops movement.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108209152,25550.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=108209079&refType=caf&uuid=2f12f961-60b5-4bfd-88a5-c3a503bf2f1a&version=1.0,757,21900.0
108207460,New,WL/LA/DEF/499789/2024,2024-10-04T16:08:14.497+00:00,,,21.2,756.24,Ministry of Defense,,Wildlife clearance form,,,,ARTILLERY REGIMENT AT SKAMPUK,LADAKH,Nubra,Skanpuk,,,712 and 714/698,Non - Linear,0.0,21.2,21.2,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-04T16:24:46.629+00:00,,,,,,,,,,000925,Approx 21.2 Hectares of land for housing troops of an Artillery Regiment. This is an important requirement for deployment of an Artillery Regiment for guarding our national frontiers from external aggression.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108207460,116800.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=108207099&refType=caf&uuid=5b3407a7-d4a4-46ae-b554-409b1d55646b&version=1.0,712 and 714/698,113150.0
108157797,New,WL/LA/DEF/499546/2024,2024-10-04T05:15:29.138+00:00,,,8.0,676.14,Ministry of Defense,,Wildlife clearance form,,,,RECONNAISSANCE AND OBSERVATION FLIGHT AT PARTAPUR,LADAKH,Nubra,Partap Pore,,,376/294-295 and 377/715/698,Non - Linear,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-10-04T05:46:07.930+00:00,,,,,,,,,,000926,Approx 8 Hectares of land for housing troops of Reconnaissance and Observation flight and holding of helicopters. An important requirement for deployment of Reconnaissance and Observation flight for carrying out extensive flying operations in Siachen Glacier.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=108157797,73000.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=107905784&refType=caf&uuid=d3d34d20-711a-4cfa-8f63-d885c38abd15&version=1.0,376/294-295 and 377/715/698,21900.0
104623450,New,WL/LA/CommPost/497706/2024,2024-09-21T16:00:55.027+00:00,,,0.0225,25.0,Indus Towers Limited,,Wildlife clearance form,,,,Diversion of 0.0225 HA. of Wildlife Land for construction of Telecom Tower for Provision of Mobile network services at Merak,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0225,0.0225,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-22T12:52:10.336+00:00,,,,,,,,,,"",Diversion of 0.0225 HA. of Wildlife Land for construction of Telecom Tower for Provision of Mobile network services at Merak,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=104623450,30.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=104343326&refType=caf&uuid=3998f008-7c3f-48e1-b7ec-32c1e0aa13b0&version=1.0,,60.0
104277538,New,WL/LA/DEF/497379/2024,2024-09-20T04:37:59.298+00:00,,,4.67,5600.2,Border Roads Organisation,,Wildlife clearance form,,,,Upgradation of Leh-Chalunka road from CL-9 to NHDL specifications from Km 160.00 to Km 171.00,LADAKH,Nubra,Dah,,,,Linear,0.0,4.67,4.67,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-20T14:21:05.159+00:00,,,,,,,,,,000939,"The Road Leh Chalunka passes over Ladakh range connecting indus valley, shyok valley and further to Turtuk, this is the only means of motorized means of road communication over the Ladakh range essential for the movement of operation and administrative vehicle for armed forces and also for the civil populations.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=104277538,17780.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=104275008&refType=caf&uuid=0fbdc047-e9ac-40c6-8749-6cdac0a9cf73&version=1.0,,14620.0
103141629,New,WL/LA/DEF/496930/2024,2024-09-16T12:35:32.182+00:00,,,4.35,4260.54,Border Roads Organisation,,Wildlife clearance form,,,,Upgradation of Leh Chalunka road from CL-9 to NHDL specifications from Km 150.00 to Km 160.00,LADAKH,Nubra,Skuru,,,,Linear,0.0,4.35,4.35,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-17T07:25:14.325+00:00,,,,,,,,,,000923,"The road Leh Chalunka passes over Ladakh range connecting indus valley, shyok valley and futher to Turtuk , this is the only means of motorized means of road communication over the Ladakh range essential for the movement of operation and administrative vehicle for armed forces and alson for the civil populations.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=103141629,14620.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=103140237&refType=caf&uuid=82b59971-2304-439a-80fd-120d4af09e6d&version=1.1,,14620.0
100873396,New,WL/LA/CommPost/495875/2024,2024-09-08T16:58:15.359+00:00,,,0.0225,25.0,Indus Towers Limited,,Wildlife clearance form,,,,Diversion of 0.0225 HA. of Wildlife Land for construction of Telecom Tower for Provision of Mobile network services at Hanle,LADAKH,Leh,Ney,,,,Non - Linear,0.0,0.0225,0.0225,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-08T17:43:57.961+00:00,,,,,,,,,,849,Diversion of 0.0225 HA.of Wildlife Land for construction of Telecom Tower for Provision of Mobile network services at Hanle,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=100873396,36.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=100873352&refType=caf&uuid=f57b5df5-48cd-4b2c-ac05-fcc455aaa227&version=1.0,,36.0
100068263,New,WL/LA/CommPost/495583/2024,2024-09-05T19:21:08.846+00:00,,,0.0225,25.0,Indus Towers Limited,,Wildlife clearance form,,,,Diversion of 0.0225 HA. of Wildlife Land for construction of Telecom Tower for Provision of Mobile network services at Phunguk,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0225,0.0225,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-06T12:37:25.450+00:00,,,,,,,,,,"",Diversion of 0.0225 HA. of Wildlife Land for construction of Telecom Tower for Provision of Mobile network services at Phunguk under Changthang Cold Desert WL Sanctuary,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=100068263,36.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=100068018&refType=caf&uuid=ad8a1ef0-ebe9-47ef-88f6-c7c65f6e8aa8&version=1.0,,36.0
100047530,New,WL/LA/CommPost/495534/2024,2024-09-05T11:03:57.474+00:00,,,0.0225,99.0,Indus Towers Limited,,Wildlife clearance form,,,,Diversion of 0.0225 HA. of Wildlife Land for construction of Mobile Tower for Provision of Mobile network services at Rango,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0225,0.0225,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-05T18:16:12.202+00:00,,,,,,,,,,"",Diversion of 0.0225 HA. of Wildlife Land for construction of Mobile Tower for Provision of Mobile network services at Rango under Changthang Cold Desert Wildlife Sanctuary.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=100047530,36.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=100013776&refType=caf&uuid=3dbf22ea-c0f0-40ac-a4af-cda90feca247&version=1.0,,36.0
99762076,New,WL/LA/PetrolPump/495415/2024,2024-09-04T15:22:03.386+00:00,,,0.0735,100.0,INDIAN OIL CORPORATION LIMITED,,Wildlife clearance form,,,,Diversion of 0.0735 Ha Karakuram Shayok Wildlife Sanctuary land for established a fuel station in Turtuk land.,LADAKH,Nubra,Turtok,,,,Non - Linear,0.0,0.0735,0.0735,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-04T15:47:07.046+00:00,,,,,,,,,,000913,"India Oil Corporation Limited (IOCL) has proposed the new Retail at Outlet “Proposal for Setting up and Operating Retail Outlet Proposed by Indian Oil Corporation Ltd. Leh Ladakh Divisional Office in Turtuk village, within the Karakuram Shayok Wildlife Sanctuary, District – Leh",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=99762076,1095.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=99753484&refType=caf&uuid=4632215c-e8c2-4cc9-9811-e3b8c531c01d&version=1.0,,29200.0
99135259,New,WL/LA/TRANS/495110/2024,2024-09-02T11:03:16.343+00:00,,,160.04,10358.0,ENERGY POWER DEPARTMENT,,Wildlife clearance form,,,,66 kV Transmission Line Kharu - Phobrang under RDSS,LADAKH,Leh,Shachokol,,,,Linear,147.06,12.98,160.04,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-06T08:31:04.992+00:00,,,,,,,,,,000875,"66 kV Transmission Line Kharu - Phobrang is to be establisehed in Leh District of UT Ladakh under Revamped Distribution Sector Scheme (RDSS) in Transmission Line Package 1. The said Transmission Line is of utmost importance for grid connectivity of Changthang region and its habitation, Army, ITBP and border outposts.",Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=99135259,40.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=96245183&refType=caf&uuid=8f2d05fc-e13a-4fd4-8e65-145e6242a366&version=1.0,,0.0
99128025,New,WL/LA/PetrolPump/495092/2024,2024-09-02T10:07:54.677+00:00,,,0.0735,100.0,INDIAN OIL CORPORATION LIMITED,,Wildlife clearance form,,,,Diversion of 0.0735 Ha Karakuram Shayok Wildlife Sanctuary land for established a fuel station in Turtuk land.,LADAKH,Nubra,Turtok,,,,Non - Linear,0.0735,0.0,0.0735,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-02T10:23:47.459+00:00,,,,,,,,,,000913,Established Fuel Station at Turtuk Village in Leh District.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=99128025,1095.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=97852228&refType=caf&uuid=299dbba9-43e2-4c2c-ba68-02973f1d75d0&version=1.0,,29200.0
99111350,New,WL/LA/PetrolPump/495045/2024,2024-09-02T07:20:43.372+00:00,,,0.09,110.0,INDIAN OIL CORPORATION LIMITED,,Wildlife clearance form,,,,Diversion of 0.09 Ha. Karakuram Shayok Wildlife Sanctuary Land for established a fuel Station in Hunder Village under khasra number 2096/12 having an area of 23 kanal since 1976.,LADAKH,Nubra,Hundar,,,,Non - Linear,0.09,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-02T09:34:03.286+00:00,,,,,,,,,,000928,Established fuel station at Khasra no - 2096/12 in Hunder Village at Leh district.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=99111350,1095.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=98209356&refType=caf&uuid=587188f3-4f6d-4181-9e03-0dd56e1494e2&version=1.0,,29200.0
97887568,New,WL/LA/DEF/494571/2024,2024-08-29T09:39:49.418+00:00,,,5.91,6392.3,Border Roads Organisation,,Wildlife clearance form,,,,Upgradation of Leh- Chalunka Road from CL-9 to NHDL Specifications from  Km 95.00 to Km 108.00 ,LADAKH,Nubra,Khalsar,,,,Linear,0.0,5.91,5.91,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-29T10:37:39.655+00:00,,,,,,,,,,000934,The road Leh Chalunka passes over Ladakh range connecting the Indus valley with Shyok valley this is the only means of motorized means of road communication over Ladakh range essential for the movement of operation and administrative vehicle for the armed forces and also for the civil population.,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=97887568,14620.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=97869880&refType=caf&uuid=4d8954a9-2b2a-4369-ae46-1843bf36ef77&version=1.0,,14620.0
97134968,New,WL/LA/DEF/494233/2024,2024-08-27T08:18:06.603+00:00,,,7.1,72371197.0,Ministry of Defense,,Wildlife clearance form,,,,INLAND WATER TRANSPORT PLATOON AT LUKUNG,LADAKH,Leh,NA,,,1602,Non - Linear,0.0,7.1,7.1,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-08-27T08:37:24.590+00:00,,,,,,,,,,0,WLC,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=97134968,9130.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=97132052&refType=caf&uuid=ded716e8-c035-4162-ab80-dbdc6d9fa760&version=1.0,1602,9125.0
94190626,New,FP/LA/SRY/493108/2024,2024-08-17T07:05:45.634+00:00,,DELISTED_BY_SYSTEM,0.0004,12.0,Ministry of Defense,,Form-C: For seeking prior approval for Exploration & Survey,,,,Construction of Welcome Gate for Indus River at Koyul Village,LADAKH,Leh,NA,,,,Non - Linear,0.0,0.0004,0.0004,0.0,0.0,0.0,0.0,0.0,0,0,0,Not applicable as the project or activity is site specific,,NO,NO,NO,2024-09-12T18:30:00.000+00:00,,,59 RASHTRIYA RIFLES BATTALION (ASSAM),Koyul Village,37,Central Government (Department/Autonomous body),2IC,Koyul Fukche Leh  Ladakh,37,"",Construction of Welcome Gate for Indus River at Koyul Village,Leh,https://parivesh.nic.in/newupgrade/#/report/ec?proposalId=94190626,1800.0,https://parivesh.nic.in/dms/okm/downloadDocument?docTypemappingId=40829&refId=85651979&refType=caf&uuid=0ed3cceb-51ad-4fbf-b98b-c3f6b005e99f&version=1.0,,0.0
